Image,Order,Area,PM,cytosol,PM/cytosol
,6.0,188.632,481.297,213.633,2.2529
,7.0,199.470,517.695,230.746,2.2436
PIN3_LatB_plant4_2_Z-Stack,1.0,220.331,586.803,261.716,2.2421
,2.0,205.012,566.970,240.769,2.3548
,3.0,176.409,506.617,206.501,2.4533
,4.0,224.709,582.127,268.050,2.1717
,5.0,213.410,522.898,251.878,2.0760
,6.0,204.365,514.048,231.590,2.2196
,7.0,185.190,459.521,212.337,2.1641
,8.0,219.872,492.667,244.032,2.0189
,9.0,230.186,607.111,283.909,2.1384
,10.0,180.353,528.227,220.534,2.3952
,11.0,189.003,483.993,214.020,2.2614
PIN3_LatB_plant5_1_Z-Stack,1.0,173.789,465.565,194.382,2.3951
,2.0,178.914,522.574,209.205,2.4979
,3.0,178.106,476.462,200.657,2.3745
,4.0,179.850,472.291,204.196,2.3129
,5.0,195.157,508.179,225.554,2.2530
,6.0,198.801,520.282,232.275,2.2399
,7.0,177.374,449.457,201.704,2.2283
,8.0,187.128,475.517,214.571,2.2161
PIN3_LatB_plant5_2_Z-Stack,1.0,183.321,436.451,214.384,2.0358
,2.0,181.535,515.638,220.337,2.3402
,3.0,190.040,516.110,227.512,2.2685
,4.0,167.368,480.842,193.155,2.4894
,5.0,178.866,483.729,206.687,2.3404
,6.0,200.713,475.813,233.304,2.0395
,7.0,184.771,493.275,214.569,2.2989
,8.0,179.951,472.331,214.452,2.2025
PIN3_LatB_plant6_1_Z-Stack,1.0,165.556,401.188,181.994,2.2044
,2.0,167.943,365.729,183.904,1.9887
,3.0,162.482,362.811,174.710,2.0766
,4.0,160.717,418.283,181.000,2.3110
,5.0,159.381,364.564,173.015,2.1071
,6.0,161.189,354.241,173.507,2.0417
,7.0,176.793,428.892,194.123,2.2094
,8.0,182.347,413.120,202.332,2.0418
,9.0,167.370,397.325,185.792,2.1385
,10.0,164.740,408.659,183.544,2.2265
PIN3_LatB_plant6_2_Z-Stack,1.0,187.000,424.923,203.062,2.0926
,2.0,189.239,448.380,212.792,2.1071
,3.0,167.212,414.759,182.209,2.2763
,4.0,192.750,454.253,212.691,2.1357
,5.0,190.218,451.669,212.273,2.1278
,6.0,190.962,432.886,209.494,2.0663
,7.0,204.420,469.967,226.639,2.0736
,8.0,188.611,450.421,209.897,2.1459
,9.0,191.780,463.910,214.296,2.1648
,10.0,180.977,420.724,197.427,2.1310
PIN3_LatB_plant7_1_Z-Stack,1.0,161.724,384.913,175.757,2.1900
,2.0,169.957,414.350,189.778,2.1833
,3.0,156.710,384.448,173.958,2.2100
,4.0,170.120,385.452,186.424,2.0676
,5.0,162.382,377.740,177.965,2.1226
,6.0,164.885,378.146,182.082,2.0768
,7.0,169.165,411.885,187.450,2.1973
,8.0,162.199,408.291,179.615,2.2731
,9.0,159.657,352.785,172.057,2.0504
,10.0,166.863,367.017,178.996,2.0504
,11.0,162.935,344.818,175.011,1.9703
,12.0,160.725,349.474,175.370,1.9928
PIN3_LatB_plant7_2_Z-Stack,1.0,166.875,431.571,186.126,2.3187
,2.0,171.800,400.084,190.117,2.1044
,3.0,161.818,443.255,182.293,2.4316
,4.0,165.518,433.672,186.268,2.3282
,5.0,165.116,408.814,180.832,2.2607
,6.0,166.446,402.452,180.789,2.2261
,7.0,173.805,442.456,189.993,2.3288
PIN3_LatB_plant8_1_Z-Stack,1.0,188.060,436.236,211.954,2.0582
,2.0,186.370,453.892,203.787,2.2273
,3.0,210.164,511.935,239.393,2.1385
,4.0,189.186,453.741,208.447,2.1768
,5.0,190.867,446.154,207.642,2.1487
,6.0,221.583,534.051,251.532,2.1232
,7.0,187.766,418.426,203.658,2.0546
PIN3_LatB_plant8_2_Z-Stack,1.0,209.487,581.005,242.536,2.3955
,2.0,190.643,465.138,218.260,2.1311
,3.0,236.680,663.425,294.492,2.2528
,4.0,221.215,590.455,263.794,2.2383
,5.0,200.619,533.240,231.244,2.3060
,6.0,209.210,549.484,245.630,2.2370
,7.0,232.791,627.091,284.970,2.2006
,8.0,203.836,561.800,242.900,2.3129
,9.0,196.881,577.540,245.137,2.3560
PIN3_LatB_plant9_1_Z-Stack,1.0,169.448,415.511,181.744,2.2862
,2.0,162.712,371.236,175.824,2.1114
,3.0,179.386,437.463,194.445,2.2498
,4.0,177.561,390.811,189.415,2.0633
,5.0,173.040,403.381,184.581,2.1854
,6.0,167.939,386.558,183.680,2.1045
,7.0,166.332,404.806,180.282,2.2454
,8.0,168.275,414.620,185.107,2.2399
PIN3_LatB_plant9_2_Z-Stack,1.0,182.485,459.067,196.949,2.3309
,2.0,201.836,544.121,232.946,2.3358
,3.0,184.760,468.395,207.377,2.2587
,4.0,176.490,447.986,194.202,2.3068
,5.0,180.619,506.725,201.917,2.5096
,6.0,174.854,427.020,192.117,2.2227
,7.0,166.443,400.001,179.124,2.2331
,8.0,169.976,427.699,185.659,2.3037
,9.0,177.357,471.286,192.659,2.4462
,10.0,172.376,453.319,188.480,2.4051
