Image,ROI,Area,Mean
mDII-V_arpc4_1_plant1_1_Z-Stack,1,50.892,12338.497
,2,65.829,12084.062
,3,50.343,11781.121
,4,49.100,14993.495
,5,52.671,13351.201
,6,56.359,12175.478
,7,59.577,12025.020
,8,49.035,10212.201
,9,63.331,9440.247
,10,69.687,10074.203
,11,56.673,9967.177
,12,64.796,10122.022
,13,40.128,10534.564
,14,56.843,11399.463
,15,61.683,10909.056
,16,70.328,12267.926
,17,59.028,14189.199
,18,75.351,12639.024
,19,75.102,9532.594
,20,57.196,13730.878
,21,67.581,10693.572
,22,64.089,11492.387
,23,47.792,12830.555
mDII-V_arpc4_1_plant1_2_Z-Stack,1,45.072,7222.990
,2,35.328,6606.479
,3,56.569,10252.599
,4,44.392,10701.994
,5,46.903,10636.165
,6,44.797,9453.865
,7,39.840,7879.123
,8,55.588,10442.341
,9,44.392,9410.239
,10,61.042,7499.171
,11,66.260,8644.501
,12,58.962,7887.134
,13,56.372,12265.977
,14,66.692,8781.288
,15,57.131,7431.956
,16,76.005,6967.831
,17,55.025,7196.385
,18,55.810,8355.174
,19,51.494,8555.523
,20,75.416,5945.695
mDII-V_arpc4_1_plant2_1_Z-Stack,1,40.612,9469.964
,2,43.528,12062.273
,3,47.740,12645.021
,4,69.282,9006.995
,5,77.025,9067.232
,6,48.185,13909.319
,7,66.718,8134.591
,8,44.182,8967.307
,9,72.931,8689.276
,10,61.565,12440.128
,11,65.266,8289.593
,12,65.711,8404.641
,13,61.081,11911.030
,14,67.542,7522.704
,15,50.604,9571.055
,16,60.689,7052.203
,17,91.098,9328.174
,18,83.931,8505.212
,19,73.009,9724.618
,20,76.292,7459.063
,21,67.555,8757.417
mDII-V_arpc4_1_plant2_2_Z-Stack,1,52.514,8478.560
,2,48.904,10473.627
,3,72.329,8044.986
,4,55.888,9828.852
,5,85.932,10149.100
,6,61.081,7998.812
,7,62.690,8368.540
,8,67.791,7959.895
,9,53.194,9749.574
,10,58.060,7711.419
,11,59.276,9114.997
,12,57.039,9138.996
,13,52.946,9888.168
,14,80.295,11378.987
,15,67.307,9918.288
,16,77.156,10009.714
,17,77.888,8136.000
,18,62.075,8875.925
,19,63.788,8030.842
,20,72.434,7779.096
,21,47.701,8408.913
,22,57.654,8640.457
,23,75.730,8556.558
mDII-V_arpc4_1_plant3_1_Z-Stack,1,63.213,13659.879
,2,54.371,12936.364
,3,44.038,10883.819
,4,44.823,11698.877
,5,55.836,13185.057
,6,85.710,10160.724
,7,50.500,10774.231
,8,69.988,10790.225
,9,73.441,10316.979
,10,77.365,11920.306
,11,53.613,13571.506
,12,77.770,12929.434
,13,48.263,15350.577
,14,48.538,9780.076
,15,85.880,12602.019
,16,83.473,8265.035
,17,75.835,9654.621
,18,74.239,11144.173
,19,91.530,13822.438
,20,76.632,11746.704
mDII-V_arpc4_1_plant3_2_Z-Stack,1,44.143,5247.035
,2,65.044,8723.085
,3,47.008,7896.493
,4,61.238,10657.741
,5,50.931,6900.612
,6,77.757,6937.403
,7,89.149,9609.025
,8,70.550,11268.222
,9,68.902,9995.283
,10,47.635,9312.250
,11,77.378,9105.004
,12,65.907,9467.409
,13,58.805,11653.597
,14,67.699,9373.011
,15,73.559,11587.906
,16,95.061,7741.950
,17,60.414,7435.652
,18,67.333,6085.478
mDII-V_arpc4_1_plant4_1_Z-Stack,1,55.326,9942.712
,2,48.211,14201.410
,3,45.530,12110.809
,4,66.339,10969.973
,5,71.610,9758.212
,6,57.066,11088.531
,7,61.722,11088.492
,8,81.485,11654.132
,9,47.021,11067.589
,10,76.855,11509.279
,11,52.592,13551.555
,12,51.638,10488.254
,13,60.231,11440.144
,14,65.397,10685.247
,15,52.004,11300.900
,16,50.696,11651.613
,17,63.396,10316.540
,18,75.547,10544.858
,19,94.826,13034.203
,20,70.537,10011.752
,21,54.803,9189.642
,22,66.627,10000.483
mDII-V_arpc4_1_plant4_2_Z-Stack,1,45.373,9262.278
,2,78.934,10809.575
,3,63.435,10917.164
,4,51.651,12866.307
,5,56.791,9954.302
,6,68.471,11598.145
,7,69.203,10678.558
,8,85.226,11590.458
,9,57.981,12981.867
,10,41.606,7973.663
,11,64.678,10819.000
,12,73.036,12702.590
,13,53.678,15789.116
,14,69.556,10410.433
,15,57.236,13192.344
,16,63.932,10505.926
