Image,ROI,Area,Mean
,8,51.298,108.892
,9,50.657,143.861
,10,52.514,114.932
,11,59.603,120.287
DII-V_arpc5_3_plant3_2_Z-Stack,1,45.530,102.074
,2,54.424,108.668
,3,38.310,105.115
,4,69.779,93.109
,5,46.628,128.954
,6,47.321,113.522
,7,57.536,137.089
,8,61.840,104.060
,9,45.438,97.863
,10,37.368,85.126
,11,45.359,87.489
,12,59.014,144.826
,13,60.113,139.596
,14,61.957,127.916
,15,57.393,93.331
,16,83.617,129.207
,17,81.459,109.856
,18,68.824,103.514
,19,106.375,145.628
,20,49.610,78.064
DII-V_arpc5_3_plant4_1_Z-Stack,1,54.005,156.100
,2,43.620,199.844
,3,66.156,213.515
,4,80.269,300.240
,5,49.924,194.671
,6,50.225,164.558
,7,71.558,308.966
,8,81.210,225.593
,9,78.267,213.517
,10,45.451,195.498
,11,68.759,185.669
,12,72.081,209.052
,13,60.427,223.718
,14,54.803,197.150
,15,90.091,273.955
DII-V_arpc5_3_plant4_2_Z-Stack,1,58.334,180.330
,2,60.414,174.414
,3,63.252,182.558
,4,56.438,119.584
,5,40.533,161.986
,6,71.898,172.302
,7,49.401,159.956
,8,35.171,126.912
,9,66.457,139.488
,10,54.306,108.484
,11,50.029,120.405
,12,85.749,165.116
,13,43.031,129.952
,14,85.579,162.600
,15,48.485,117.725
DII-V_arpc5_3_plant5_1_Z-Stack,1,46.066,197.820
,2,38.100,162.539
,3,36.923,151.839
,4,77.391,181.200
,5,61.421,235.066
,6,52.841,205.558
,7,61.853,143.740
,8,67.464,183.599
,9,60.780,361.631
,10,80.975,161.408
,11,66.705,183.377
,12,94.407,151.149
,13,86.285,234.340
,14,56.896,159.900
,15,100.437,237.356
DII-V_arpc5_3_plant5_2_Z-Stack,1,56.634,177.733
,2,62.964,130.113
,3,66.090,154.935
,4,93.152,174.530
,5,59.433,197.248
,6,36.792,91.677
,7,58.596,195.868
,8,55.614,201.408
,9,59.276,166.963
,10,83.578,176.989
,11,80.530,170.059
,12,88.038,182.064
,13,71.806,185.871
,14,67.581,177.454
,15,61.709,189.175
,16,80.766,220.626
DII-V_arpc5_3_plant6_1_Z-Stack,1,40.389,144.208
,2,69.452,163.727
,3,43.071,130.115
,4,49.336,148.679
,5,60.414,129.661
,6,50.290,141.577
,7,75.429,176.072
,8,71.466,145.695
,9,66.941,141.418
,10,55.195,175.648
,11,42.260,149.694
,12,53.704,162.013
,13,56.634,170.647
,14,90.876,150.753
,15,68.876,141.941
,16,78.071,143.184
,17,51.036,151.606
DII-V_arpc5_3_plant6_2_Z-Stack,1,49.009,114.772
,2,63.370,129.443
,3,74.657,161.817
,4,57.693,122.377
,5,65.018,151.487
,6,50.774,144.188
,7,48.734,124.444
,8,49.820,122.320
,9,44.038,187.268
,10,52.292,148.293
,11,62.847,138.467
,12,53.142,130.116
,13,70.564,127.092
,14,64.272,138.872
,15,62.821,147.010
,16,72.329,155.589
,17,54.175,119.570
DII-V_arpc5_3_plant7_1_Z-Stack,1,60.179,219.625
,2,66.522,219.849
,3,69.570,241.205
,4,61.199,186.057
,5,67.869,286.280
,6,61.251,306.353
,7,68.327,257.270
,8,64.102,195.433
,9,74.566,279.172
,10,70.289,215.028
,11,65.005,170.424
,12,60.152,181.976
,13,63.775,195.540
,14,80.504,256.376
DII-V_arpc5_3_plant7_2_Z-Stack,1,67.673,139.668
,2,37.564,89.135
,3,34.059,93.816
,4,68.366,133.921
,5,76.292,125.370
,6,65.907,143.341
,7,60.754,150.411
,8,64.730,140.042
,9,55.156,103.654
,10,69.099,125.824
,11,69.086,110.056
,12,63.579,97.428
,13,61.133,122.970
,14,83.682,130.413
DII-V_arpc5_3_plant8_1_Z-Stack,1,65.567,122.755
,2,60.558,133.184
,3,76.855,126.178
,4,90.039,157.890
,5,88.443,141.553
,6,48.433,118.377
,7,70.734,109.939
,8,50.317,108.342
,9,49.113,118.897
,10,55.326,127.116
,11,53.168,96.010
,12,58.060,147.776
,13,65.750,134.561
,14,83.081,136.052
,15,79.000,125.413
,16,87.423,125.465
,17,54.764,104.919
DII-V_arpc5_3_plant8_2_Z-Stack,1,60.152,105.270
,2,53.469,128.418
,3,76.436,131.195
,4,60.414,147.479
,5,59.721,139.789
,6,60.676,118.816
,7,52.449,138.733
,8,64.220,134.573
,9,75.311,123.191
,10,60.728,131.971
,11,53.743,131.418
,12,65.175,168.041
,13,51.664,128.448
,14,44.549,83.692
DII-V_arpc5_3_plant9_1_Z-Stack,1,48.943,127.769
,2,30.331,112.015
,3,85.971,130.919
,4,64.874,126.231
,5,78.189,123.722
,6,81.040,118.525
,7,43.345,128.268
,8,83.381,108.350
,9,70.904,130.961
,10,76.122,113.660
,11,93.963,149.683
,12,91.778,144.994
,13,74.461,130.128
,14,71.126,132.438
,15,68.536,143.666
DII-V_arpc5_3_plant9_2_Z-Stack,1,55.561,123.594
,2,53.403,131.030
,3,62.363,124.248
,4,63.815,144.506
,5,84.742,208.825
,6,78.686,124.275
,7,76.279,117.259
,8,77.836,152.332
,9,61.709,137.310
,10,67.529,113.639
,11,60.689,175.324
,12,59.368,107.236
,13,69.883,135.757
,14,59.760,135.897
,15,85.409,162.135
,16,66.901,124.076
,17,66.914,135.950
