Image,ROI,Area,Mean
,9,70.053,124.406
,10,58.426,99.848
,11,74.749,113.576
,12,31.090,78.237
,13,53.390,97.233
,14,49.244,111.033
,15,38.310,75.978
,16,44.156,102.243
,17,46.694,80.073
,18,59.106,101.867
,19,47.243,96.355
,20,60.349,87.020
DII-V_arpc5_2_plant6_1_Z-Stack,1,44.679,140.888
,2,56.660,155.737
,3,71.872,174.258
,4,54.567,127.284
,5,67.124,155.683
,6,80.112,154.289
,7,61.656,144.581
,8,71.584,140.854
,9,45.726,139.231
,10,57.419,168.351
,11,62.114,133.572
,12,61.578,108.035
,13,61.957,140.777
,14,78.071,129.373
,15,73.206,127.915
,16,74.684,127.004
DII-V_arpc5_2_plant6_2_Z-Stack,1,55.588,107.946
,2,36.387,106.401
,3,51.808,135.825
,4,64.285,127.704
,5,52.108,145.507
,6,39.121,136.899
,7,67.817,123.033
,8,81.315,167.202
,9,45.817,109.974
,10,47.308,125.895
,11,61.905,119.273
,12,65.672,131.926
,13,41.449,99.303
,14,65.149,102.446
DII-V_arpc5_2_plant7_1_Z-Stack,1,75.992,147.167
,2,45.464,139.239
,3,56.660,129.750
,4,65.842,141.975
,5,49.545,111.135
,6,35.380,127.950
,7,61.565,139.229
,8,53.665,176.728
,9,49.401,118.355
,10,55.614,149.974
,11,83.015,148.936
,12,80.007,159.048
,13,63.841,136.334
,14,57.759,125.251
DII-V_arpc5_2_plant7_2_Z-Stack,1,57.994,142.449
,2,65.214,158.043
,3,37.512,101.750
,4,52.697,145.152
,5,51.363,132.819
,6,84.009,160.955
,7,58.622,116.350
,8,57.824,136.732
,9,85.265,113.199
,10,68.000,98.364
,11,72.604,102.328
,12,48.669,89.481
DII-V_arpc5_2_plant8_1_Z-Stack,1,86.023,160.635
,2,58.047,163.013
,3,59.917,163.557
,4,67.660,155.308
,5,56.896,141.484
,6,59.982,161.315
,7,65.306,160.502
,8,86.377,173.716
,9,86.913,172.900
,10,92.982,195.023
,11,98.514,171.920
,12,47.439,152.031
,13,86.926,130.891
,14,79.915,135.721
,15,72.604,175.542
DII-V_arpc5_2_plant8_2_Z-Stack,1,41.697,124.709
,2,80.530,135.378
,3,79.981,169.641
,4,54.097,140.643
,5,51.716,144.585
,6,66.627,144.580
,7,48.891,130.922
,8,41.658,133.511
,9,57.510,156.965
,10,52.619,157.426
,11,61.016,147.350
,12,54.960,170.517
,13,44.640,145.563
,14,51.611,136.414
DII-V_arpc5_2_plant9_1_Z-Stack,1,47.413,119.981
,2,42.992,100.501
,3,46.000,109.511
,4,64.416,120.812
,5,36.138,92.347
,6,43.999,90.773
,7,87.842,118.686
,8,31.678,99.377
,9,54.070,99.846
,10,87.658,103.882
,11,85.147,91.742
DII-V_arpc5_2_plant9_2_Z-Stack,1,51.232,113.848
,2,54.267,103.840
,3,55.758,105.118
,4,79.758,113.418
,5,67.307,137.550
,6,75.913,139.328
,7,60.872,93.732
,8,58.753,111.417
,9,45.686,103.331
,10,79.706,113.365
,11,42.299,88.247
,12,54.097,95.308
,13,45.085,109.731
,14,49.218,88.746
,15,69.936,96.008
,16,84.415,132.372
