Image,ROI,Area,Mean
DII-V_WT_plant10_1_Z-Stack,1,54.528,119.958
,2,71.872,111.900
,3,55.091,120.844
,4,64.220,112.769
,5,66.221,109.499
,6,53.312,104.333
,7,47.753,108.023
,8,43.685,126.083
,9,64.835,113.274
,10,67.503,93.311
,11,63.592,121.006
,12,59.721,84.362
,13,64.874,90.598
DII-V_WT_plant10_2_Z-Stack,1,43.463,107.549
,2,51.834,113.585
,3,51.742,106.401
,4,32.908,97.618
,5,67.163,82.957
,6,67.071,90.711
,7,72.983,97.966
,8,61.827,95.692
,9,77.587,88.114
,10,60.702,80.103
,11,69.321,85.347
DII-V_WT_plant1_1_Z-Stack,1,48.512,122.943
,2,56.137,116.531
,3,45.072,82.840
,4,62.140,96.415
,5,45.726,127.879
,6,59.341,121.313
,7,74.827,120.751
,8,54.136,138.861
,9,67.071,136.169
,10,75.181,119.918
,11,55.915,106.263
,12,56.242,106.712
,13,63.200,103.494
,14,66.234,114.621
,15,79.157,137.573
,16,62.821,136.268
,17,57.772,98.809
,18,55.967,114.398
DII-V_WT_plant1_2_Z-Stack,1,50.591,140.777
,2,69.073,128.064
,3,49.950,109.195
,4,54.868,104.196
,5,35.615,93.939
,6,70.289,151.753
,7,80.661,124.199
,8,49.676,102.861
,9,63.226,138.511
,10,56.019,127.485
,11,64.756,85.347
,12,76.868,105.515
,13,67.647,115.022
,14,72.957,72.285
DII-V_WT_plant2_1_Z-Stack,1,54.581,164.952
,2,58.060,155.094
,3,56.804,135.152
,4,48.041,131.996
,5,50.356,155.609
,6,63.069,111.137
,7,61.709,148.517
,8,63.867,139.238
,9,65.227,131.641
,10,62.428,140.639
,11,45.739,112.829
,12,56.346,155.035
,13,72.656,140.390
,14,64.351,123.524
,15,64.573,133.501
,16,67.647,125.266
DII-V_WT_plant2_2_Z-Stack,1,46.981,99.799
,2,55.575,148.307
,3,46.916,124.716
,4,55.313,115.105
,5,53.129,118.479
,6,51.886,110.829
,7,77.692,135.346
,8,60.584,129.081
,9,68.876,148.834
,10,53.874,138.213
,11,69.125,120.617
,12,51.520,130.852
,13,49.885,124.964
,14,73.611,149.411
,15,59.394,114.491
,16,54.083,143.796
DII-V_WT_plant4_1_Z-Stack,1,68.118,146.852
,2,79.118,106.418
,3,59.080,104.090
,4,61.343,130.038
,5,63.710,127.117
,6,51.821,98.050
,7,67.425,108.970
,8,59.616,77.004
,9,88.155,85.966
,10,49.650,90.707
,11,67.765,76.724
DII-V_WT_plant4_2_Z-Stack,1,59.276,119.053
,2,79.091,94.460
,3,59.825,89.414
,4,73.781,99.801
,5,60.375,102.611
,6,45.922,93.340
,7,48.590,95.536
,8,64.560,94.760
,9,66.744,113.274
,10,62.886,93.142
,11,64.939,92.753
,12,56.137,92.540
,13,59.224,80.159
,14,68.732,95.406
,15,67.176,85.103
DII-V_WT_plant5_1_Z-Stack,1,49.009,126.626
,2,51.860,111.367
,3,42.678,131.492
,4,50.304,123.713
,5,59.198,102.622
,6,51.978,107.042
,7,62.807,129.067
,8,58.047,166.119
,9,64.115,140.626
,10,77.574,122.097
,11,59.171,101.431
,12,51.651,130.308
,13,54.450,133.417
,14,49.362,93.681
,15,62.245,117.705
DII-V_WT_plant5_2_Z-Stack,1,53.273,117.675
,2,66.784,129.793
,3,60.767,135.708
,4,42.299,128.184
,5,42.155,117.296
,6,54.227,138.814
,7,49.519,123.992
,8,42.953,114.211
,9,42.456,126.947
,10,63.579,125.722
,11,72.473,111.512
,12,67.385,109.948
,13,84.637,132.962
,14,64.717,119.909
,15,51.978,123.535
DII-V_WT_plant6_1_Z-Stack,1,64.678,151.579
,2,72.709,179.869
,3,69.635,177.651
,4,75.089,140.450
,5,55.025,161.090
,6,53.430,130.822
,7,81.917,170.765
,8,53.390,144.682
,9,46.772,136.522
,10,59.014,136.621
,11,67.634,172.107
,12,53.194,178.747
,13,58.857,155.859
,14,71.453,114.737
DII-V_WT_plant6_2_Z-Stack,1,61.997,141.493
,2,46.968,111.456
,3,64.874,139.063
,4,51.703,109.283
,5,62.363,117.487
,6,68.549,137.215
,7,61.055,135.177
,8,59.014,130.481
,9,63.540,128.450
,10,68.131,128.170
,11,95.702,126.940
,12,77.757,130.255
DII-V_WT_plant7_1_Z-Stack,1,51.494,104.237
,2,54.842,110.224
,3,53.678,120.570
,4,55.535,111.863
,5,58.687,106.555
