Image,ROI,Area,Mean
,6,46.929,104.812
,7,47.426,110.219
,8,66.823,108.922
,9,69.046,99.976
,10,43.555,87.258
,11,83.290,110.864
,12,79.902,130.527
,13,62.925,121.834
,14,88.888,106.509
,15,89.398,109.509
,16,75.521,125.882
,17,74.370,106.157
,18,62.010,106.567
DII-V_WT_plant7_2_Z-Stack,1,74.121,109.292
,2,80.713,123.957
,3,44.862,117.098
,4,46.628,104.148
,5,58.426,95.844
,6,59.276,119.883
,7,51.795,94.121
,8,62.690,114.295
,9,50.173,125.369
,10,48.852,122.856
,11,46.419,101.159
,12,65.960,107.170
,13,56.072,105.804
,14,46.981,108.632
DII-V_WT_plant8_1_Z-Stack,1,51.925,113.835
,2,83.957,121.636
,3,83.381,120.689
,4,62.716,150.280
,5,58.164,133.191
,6,64.351,116.519
,7,43.241,114.819
,8,54.764,116.397
,9,50.251,110.431
,10,67.019,134.262
,11,68.144,122.985
,12,50.971,121.273
,13,72.813,125.380
,14,58.334,124.311
,15,62.415,113.676
,16,66.509,117.527
DII-V_WT_plant8_2_Z-Stack,1,65.842,125.523
,2,53.024,125.348
,3,53.717,111.104
,4,55.758,108.721
,5,74.422,112.273
,6,60.479,122.273
,7,60.963,115.534
,8,84.310,118.637
,9,55.928,112.626
,10,67.189,114.472
,11,83.551,115.289
,12,77.914,111.530
,13,63.631,119.793
,14,80.098,107.129
,15,100.568,125.390
DII-V_WT_plant9_1_Z-Stack,1,64.678,129.057
,2,48.590,117.249
,3,69.099,149.265
,4,42.966,126.021
,5,67.791,135.967
,6,61.931,147.505
,7,64.312,156.105
,8,52.710,146.277
,9,57.628,162.502
,10,73.271,191.890
,11,61.264,156.861
,12,54.751,145.901
,13,80.504,140.584
,14,56.686,120.454
,15,55.326,117.434
,16,63.357,111.798
DII-V_WT_plant9_2_Z-Stack,1,56.451,116.094
,2,66.064,106.988
,3,75.978,128.700
,4,47.439,120.078
,5,49.244,113.176
,6,62.690,137.980
,7,81.681,134.782
,8,62.310,123.865
,9,75.730,104.374
,10,44.889,120.686
,11,57.641,125.119
,12,67.307,145.693
