Image,Order,Area,PM,cytosol,PM/cytosol
,10.0,198.322,436.902,205.295,2.1282
PIN3_arpc4_I1_plant12_2_Z-Stack,1.0,230.603,518.821,245.014,2.1175
,2.0,217.201,533.271,233.705,2.2818
,3.0,245.000,531.970,257.906,2.0627
,4.0,236.868,590.791,256.397,2.3042
,5.0,249.371,555.019,268.934,2.0638
,6.0,258.930,557.913,273.793,2.0377
,7.0,227.832,525.846,237.872,2.2106
,8.0,239.515,549.343,259.155,2.1197
,9.0,234.451,467.527,243.252,1.9220
,10.0,221.765,527.143,237.143,2.2229
PIN3_arpc4_I1_plant13_1_Z-Stack,1.0,229.063,523.622,248.787,2.1047
,2.0,212.295,474.357,228.891,2.0724
,3.0,226.901,540.566,238.103,2.2703
,4.0,235.882,489.699,240.542,2.0358
,5.0,226.141,522.936,243.323,2.1491
,6.0,200.864,505.620,208.422,2.4259
,7.0,220.900,431.056,228.148,1.8894
PIN3_arpc4_I1_plant13_2_Z-Stack,1.0,219.375,518.812,232.366,2.2327
,2.0,193.137,539.784,211.278,2.5549
,3.0,194.918,475.432,205.403,2.3146
,4.0,211.110,526.315,226.041,2.3284
,5.0,228.057,555.628,250.586,2.2173
,6.0,229.309,508.743,250.811,2.0284
,7.0,194.692,451.708,204.624,2.2075
PIN3_arpc4_I1_plant14_1_Z-Stack,1.0,190.295,477.233,193.311,2.4687
,2.0,186.968,385.555,184.034,2.0950
,3.0,183.927,353.264,180.651,1.9555
,4.0,185.424,370.268,181.638,2.0385
,5.0,189.211,415.256,183.375,2.2645
,6.0,177.128,320.148,169.496,1.8888
,7.0,181.422,372.055,178.389,2.0856
,8.0,176.847,361.759,173.388,2.0864
,9.0,182.406,354.840,182.012,1.9495
,10.0,182.668,335.527,175.079,1.9164
PIN3_arpc4_I1_plant14_2_Z-Stack,1.0,197.219,436.592,200.844,2.1738
,2.0,193.970,402.533,192.764,2.0882
,3.0,191.696,372.994,192.102,1.9416
,4.0,210.852,454.555,213.110,2.1330
,5.0,194.975,373.213,190.582,1.9583
,6.0,195.376,419.417,194.284,2.1588
,7.0,198.911,405.965,200.973,2.0200
,8.0,194.550,386.160,195.664,1.9736
,9.0,196.053,375.414,196.062,1.9148
PIN3_arpc4_I1_plant1_1_Z-Stack,1.0,182.905,410.591,186.622,2.2001
,2.0,181.525,378.244,187.666,2.0155
,3.0,185.941,426.364,191.802,2.2229
,4.0,189.064,413.200,196.245,2.1055
,5.0,179.695,402.136,183.519,2.1912
,6.0,177.055,463.026,186.337,2.4849
,7.0,170.732,358.987,169.636,2.1162
,8.0,191.674,398.457,193.398,2.0603
,9.0,188.991,387.016,190.599,2.0305
,10.0,175.773,346.428,174.118,1.9896
,11.0,182.002,399.759,184.904,2.1620
,12.0,191.086,369.351,195.103,1.8931
PIN3_arpc4_I1_plant1_2_Z-Stack,1.0,174.611,419.992,182.948,2.2957
,2.0,171.362,414.617,176.163,2.3536
,3.0,200.195,458.251,210.174,2.1803
,4.0,166.089,360.794,163.765,2.2031
,5.0,182.989,431.409,193.290,2.2319
,6.0,177.750,406.057,183.808,2.2091
,7.0,178.126,419.756,186.090,2.2557
,8.0,182.426,401.470,187.846,2.1372
,9.0,175.455,413.730,179.639,2.3031
,10.0,174.789,422.229,178.785,2.3617
,11.0,190.014,442.348,199.120,2.2215
,12.0,181.149,451.276,191.221,2.3600
PIN3_arpc4_I1_plant2_1_Z-Stack,1.0,206.321,485.753,217.844,2.2298
,2.0,206.650,531.841,224.223,2.3719
,3.0,197.001,523.326,214.380,2.4411
,4.0,207.427,531.457,228.725,2.3236
,5.0,210.503,518.643,232.494,2.2308
,6.0,214.723,530.091,233.988,2.2655
,7.0,228.889,567.638,257.322,2.2059
,8.0,217.101,482.761,228.011,2.1173
,9.0,212.751,526.052,225.403,2.3338
,10.0,213.298,557.454,235.854,2.3636
,11.0,223.613,479.654,237.373,2.0207
,12.0,238.384,620.196,267.146,2.3216
,13.0,216.409,541.063,233.252,2.3196
PIN3_arpc4_I1_plant2_2_Z-Stack,1.0,277.365,675.762,319.735,2.1135
,2.0,228.248,615.196,255.543,2.4074
,3.0,237.192,686.546,271.789,2.5260
,4.0,243.415,514.290,252.208,2.0392
,5.0,256.319,608.981,279.502,2.1788
,6.0,247.761,706.797,284.160,2.4873
,7.0,251.636,542.195,268.682,2.0180
,8.0,211.125,513.888,231.621,2.2187
,9.0,229.687,560.020,253.771,2.2068
,10.0,221.440,588.916,247.395,2.3805
,11.0,240.507,634.279,266.711,2.3782
PIN3_arpc4_I1_plant4_1_Z-Stack,1.0,193.991,572.501,224.869,2.5459
,2.0,168.210,389.229,180.018,2.1622
,3.0,186.982,477.842,202.705,2.3573
,4.0,179.558,455.563,198.317,2.2971
,5.0,203.088,465.373,221.120,2.1046
,6.0,179.945,457.012,197.969,2.3085
PIN3_arpc4_I1_plant4_2_Z-Stack,1.0,186.040,484.752,205.005,2.3646
,2.0,186.693,481.882,204.335,2.3583
,3.0,190.951,482.419,207.972,2.3196
,4.0,196.360,488.216,209.065,2.3352
,5.0,185.190,442.253,199.176,2.2204
,6.0,197.599,497.927,215.626,2.3092
,7.0,204.363,476.593,218.579,2.1804
,8.0,196.008,504.284,217.802,2.3153
,9.0,195.965,486.264,212.314,2.2903
PIN3_arpc4_I1_plant5_1_Z-Stack,1.0,177.426,439.194,192.069,2.2866
,2.0,181.156,510.844,200.447,2.5485
,3.0,196.272,523.470,215.386,2.4304
,4.0,191.290,477.463,215.146,2.2193
,5.0,180.258,520.580,202.943,2.5652
,6.0,179.599,512.526,199.707,2.5664
,7.0,182.617,439.539,199.862,2.1992
PIN3_arpc4_I1_plant5_2_Z-Stack,1.0,193.420,528.156,215.878,2.4465
,2.0,195.765,515.805,219.161,2.3535
,3.0,195.506,528.057,221.687,2.3820
,4.0,200.658,522.832,220.081,2.3756
,5.0,192.265,503.696,211.588,2.3806
,6.0,193.235,547.479,214.883,2.5478
,7.0,196.135,513.531,221.945,2.3138
,8.0,193.565,531.733,214.742,2.4761
PIN3_arpc4_I1_plant6_1_Z-Stack,1.0,190.334,490.415,205.390,2.3877
,2.0,176.496,416.289,185.254,2.2471
,3.0,192.208,464.867,209.566,2.2182
,4.0,224.016,495.551,248.453,1.9945
,5.0,197.886,465.865,211.801,2.1995
,6.0,205.093,477.070,221.344,2.1553
,7.0,204.310,554.899,231.338,2.3987
PIN3_arpc4_I1_plant6_2_Z-Stack,1.0,235.686,557.336,273.110,2.0407
,2.0,203.060,528.923,222.501,2.3772
,3.0,227.115,483.306,243.224,1.9871
,4.0,213.443,545.500,228.830,2.3839
,5.0,231.484,545.967,257.236,2.1224
,6.0,208.991,522.543,234.238,2.2308
,7.0,248.126,619.559,286.760,2.1605
,8.0,222.579,484.849,229.058,2.1167
PIN3_arpc4_I1_plant7_1_Z-Stack,1.0,184.644,482.122,199.617,2.4152
,2.0,175.565,375.672,176.680,2.1263
,3.0,189.374,470.244,201.777,2.3305
,4.0,189.118,484.964,205.102,2.3645
,5.0,181.665,458.200,193.544,2.3674
,6.0,185.753,487.204,198.390,2.4558
,7.0,187.105,418.522,193.894,2.1585
,8.0,191.764,460.766,199.590,2.3086
,9.0,187.439,430.081,192.560,2.2335
PIN3_arpc4_I1_plant7_2_Z-Stack,1.0,204.624,572.686,223.231,2.5654
,2.0,179.481,408.328,183.989,2.2193
,3.0,187.524,492.119,196.937,2.4989
,4.0,219.481,521.899,232.834,2.2415
,5.0,211.320,546.494,228.619,2.3904
,6.0,196.546,438.380,208.421,2.1033
,7.0,208.360,502.826,221.947,2.2655
,8.0,182.759,385.636,187.701,2.0545
,9.0,177.160,360.487,178.903,2.0150
,10.0,196.446,486.083,205.860,2.3612
,11.0,200.126,506.981,214.710,2.3612
PIN3_arpc4_I1_plant9_1_Z-Stack,1.0,189.477,526.819,216.447,2.4339
,2.0,177.690,434.865,191.871,2.2664
,3.0,210.663,550.625,238.260,2.3110
,4.0,210.607,505.416,236.738,2.1349
,5.0,193.617,652.387,223.578,2.9179
,6.0,181.969,464.731,198.401,2.3424
,7.0,184.835,485.043,203.683,2.3814
,8.0,180.034,440.768,194.887,2.2617
PIN3_arpc4_I1_plant9_2_Z-Stack,1.0,213.569,487.491,225.185,2.1648
,2.0,211.071,480.647,231.230,2.0787
,3.0,185.886,523.291,200.048,2.6158
,4.0,185.404,440.298,196.391,2.2419
,5.0,187.045,470.542,198.340,2.3724
,6.0,191.900,466.301,201.860,2.3100
