Image,ROI,Area,Mean
,16,64.416,141.502
,17,72.015,166.724
,18,49.728,130.772
,19,82.557,125.301
DII-V_WT_plant5_1_Z-Stack,1,56.399,137.354
,2,58.047,159.413
,3,43.123,162.429
,4,46.131,158.565
,5,54.803,144.249
,6,60.963,200.871
,7,51.062,161.339
,8,54.803,237.147
,9,52.932,155.064
,10,69.347,161.615
,11,49.506,189.406
,12,52.710,155.619
,13,77.169,162.766
,14,56.686,157.778
,15,73.467,188.291
,16,47.334,175.069
,17,70.106,162.628
,18,51.389,172.475
,19,68.759,164.402
DII-V_WT_plant5_2_Z-Stack,1,58.910,114.949
,2,55.352,165.132
,3,62.258,138.979
,4,65.123,159.183
,5,59.381,145.321
,6,66.653,172.616
,7,53.155,174.414
,8,55.391,176.750
,9,54.358,178.916
,10,67.922,150.146
,11,47.387,180.448
,12,82.963,181.694
,13,60.257,151.594
,14,72.329,153.369
,15,72.172,170.368
,16,54.751,128.683
DII-V_WT_plant6_1_Z-Stack,1,62.010,116.025
,2,39.474,120.316
,3,44.980,119.177
,4,50.866,113.411
,5,62.964,124.484
,6,59.825,132.285
,7,32.568,99.212
,8,38.035,116.998
,9,58.857,125.724
,10,34.634,107.722
,11,42.338,106.028
,12,56.569,132.402
,13,69.386,114.438
,14,56.830,93.271
,15,60.989,147.919
,16,85.213,144.350
,17,68.641,118.804
,18,67.634,104.132
,19,77.352,111.329
,20,65.319,86.709
DII-V_WT_plant6_2_Z-Stack,1,54.214,123.676
,2,59.865,105.397
,3,66.169,108.585
,4,57.497,89.370
,5,78.019,125.445
,6,56.006,105.718
,7,46.275,117.192
,8,63.108,106.164
,9,53.207,136.103
,10,58.517,132.489
,11,54.293,139.971
,12,67.686,129.555
,13,50.696,118.268
,14,56.869,119.138
,15,64.128,99.568
,16,54.907,145.593
,17,71.937,115.092
,18,46.916,109.216
,19,42.194,115.694
DII-V_WT_plant7_1_Z-Stack,1,49.937,133.011
,2,53.246,130.935
,3,52.095,144.082
,4,53.168,162.177
,5,48.656,139.502
,6,58.871,187.019
,7,46.157,153.537
,8,67.084,163.041
,9,52.449,141.594
,10,53.547,133.535
,11,60.296,156.681
,12,48.747,158.291
,13,70.119,151.939
,14,60.179,204.424
,15,59.093,162.937
,16,64.220,144.056
,17,49.584,127.759
,18,64.861,153.442
,19,64.743,155.238
DII-V_WT_plant7_2_Z-Stack,1,51.925,115.270
,2,54.149,126.393
,3,54.790,142.023
,4,45.150,100.781
,5,52.893,168.773
,6,48.145,117.190
,7,41.096,141.886
,8,50.774,115.806
,9,63.631,116.490
,10,54.868,123.195
,11,64.639,158.051
,12,63.422,149.210
,13,64.848,143.574
,14,86.246,142.505
,15,68.889,129.699
,16,47.832,126.416
,17,77.430,185.931
,18,68.824,136.550
,19,66.823,132.486
,20,80.216,155.109
DII-V_WT_plant8_1_Z-Stack,1,54.437,231.202
,2,56.686,186.939
,3,66.038,183.582
,4,72.486,185.208
,5,60.048,186.758
,6,55.352,185.057
,7,66.103,199.639
,8,61.186,192.541
,9,53.966,196.831
,10,63.592,180.064
,11,72.761,186.797
,12,64.442,187.777
,13,54.306,173.275
,14,65.567,171.909
,15,52.998,181.460
DII-V_WT_plant8_2_Z-Stack,1,52.370,183.489
,2,48.158,192.914
,3,44.496,158.566
,4,46.040,195.437
,5,52.409,179.775
,6,61.199,168.819
,7,59.315,176.171
,8,79.928,187.064
,9,68.327,179.048
,10,49.375,187.756
,11,59.590,171.683
,12,79.510,183.234
,13,55.405,188.266
,14,47.321,183.810
,15,66.352,183.842
,16,38.506,166.430
,17,42.574,159.770
,18,49.532,146.440
,19,63.121,155.667
,20,62.140,173.099
