Image,ROI,Area,Mean
,16,85.579,175.412
,17,75.508,175.150
DII-V_arpc5_2_plant4_1_Z-Stack,1,51.468,104.326
,2,56.660,118.081
,3,50.120,125.910
,4,57.223,147.566
,5,48.878,149.610
,6,52.880,93.589
,7,47.204,129.535
,8,46.602,105.513
,9,48.041,100.137
,10,62.350,139.297
,11,59.394,148.369
,12,45.634,120.695
,13,70.668,135.284
,14,52.841,96.741
,15,67.621,99.150
,16,56.085,94.240
,17,82.649,142.229
DII-V_arpc5_2_plant4_2_Z-Stack,1,39.435,100.877
,2,63.514,183.494
,3,36.178,122.398
,4,38.480,102.750
,5,44.614,122.084
,6,56.634,131.790
,7,36.662,101.177
,8,49.663,108.560
,9,69.190,146.834
,10,64.272,140.943
,11,63.684,135.969
,12,63.004,79.638
,13,50.892,89.145
,14,70.760,109.116
,15,43.332,115.127
,16,48.224,93.551
DII-V_arpc5_2_plant5_1_Z-Stack,1,51.180,193.082
,2,55.666,271.594
,3,74.723,218.951
,4,70.734,220.466
,5,69.033,184.745
,6,82.361,272.018
,7,63.985,178.284
,8,65.044,204.634
,9,43.999,121.887
,10,64.325,181.176
,11,57.314,191.022
,12,64.168,188.058
,13,53.312,172.115
,14,50.513,210.528
,15,53.613,151.526
,16,59.446,167.135
,17,67.882,177.862
DII-V_arpc5_2_plant5_2_Z-Stack,1,70.106,156.138
,2,55.849,137.667
,3,66.182,165.820
,4,75.730,153.634
,5,80.622,161.743
,6,69.870,161.650
,7,60.022,161.261
,8,73.467,152.975
,9,59.943,136.682
,10,67.228,161.839
,11,60.505,120.878
,12,93.453,209.055
,13,69.897,145.631
,14,76.685,186.785
,15,69.962,162.773
,16,72.617,171.243
,17,83.303,147.168
,18,85.082,201.297
,19,72.172,184.947
DII-V_arpc5_2_plant6_1_Z-Stack,1,52.723,195.154
,2,86.730,196.101
,3,55.849,157.545
,4,54.581,163.971
,5,48.799,134.129
,6,58.243,170.192
,7,48.525,177.908
,8,47.884,188.198
,9,92.524,145.728
,10,95.558,187.807
,11,68.759,151.743
,12,73.376,161.547
,13,76.018,149.289
,14,75.965,133.934
,15,63.422,117.413
DII-V_arpc5_2_plant6_2_Z-Stack,1,49.100,128.523
,2,76.894,143.089
,3,64.560,119.837
,4,86.651,128.792
,5,42.796,114.993
,6,54.986,124.737
,7,45.870,106.903
,8,39.408,83.087
,9,88.561,95.593
,10,59.747,85.108
,11,49.480,94.857
,12,53.416,128.577
,13,49.362,100.450
DII-V_arpc5_2_plant7_1_Z-Stack,1,46.746,113.808
,2,75.717,124.018
,3,62.794,133.268
,4,63.828,126.793
,5,61.617,131.622
,6,91.425,186.190
,7,74.814,114.034
,8,64.573,103.425
,9,81.930,130.073
,10,68.837,131.753
,11,82.152,127.093
,12,57.157,121.059
,13,56.647,138.138
,14,81.341,125.366
,15,71.414,116.889
,16,80.282,179.607
,17,51.925,132.825
,18,71.074,132.226
DII-V_arpc5_2_plant7_2_Z-Stack,1,58.491,96.561
,2,66.025,148.658
,3,42.796,93.726
,4,62.310,116.695
,5,56.333,102.147
,6,62.716,106.813
,7,51.546,130.269
,8,60.466,161.928
,9,82.217,115.042
,10,58.125,120.296
,11,60.806,157.612
,12,76.188,121.481
,13,80.177,118.587
DII-V_arpc5_2_plant8_1_Z-Stack,1,49.937,117.076
,2,37.708,104.747
,3,63.501,136.344
,4,73.127,152.639
,5,61.513,108.080
,6,79.366,110.304
,7,55.078,117.780
,8,73.336,112.304
,9,75.011,127.965
,10,75.534,114.072
,11,50.552,111.921
,12,75.233,102.949
,13,72.342,139.426
,14,72.342,124.230
,15,73.127,154.043
,16,58.360,131.899
,17,62.310,132.224
DII-V_arpc5_2_plant8_2_Z-Stack,1,30.070,92.485
,2,30.475,92.266
,3,36.361,87.427
,4,34.320,89.657
,5,28.958,88.379
,6,68.929,90.593
,7,68.654,86.572
,8,49.283,86.510
,9,52.226,83.200
,10,53.443,81.767
,11,67.725,117.464
,12,63.226,90.471
,13,66.535,90.766
,14,78.006,91.435
,15,77.823,82.256
DII-V_arpc5_2_plant9_1_Z-Stack,1,36.060,106.783
,2,33.850,104.024
,3,46.903,118.703
,4,52.880,109.988
,5,64.207,120.313
,6,59.132,136.669
,7,47.936,112.178
,8,53.717,130.805
,9,62.611,145.597
,10,49.231,111.973
,11,53.940,114.981
,12,43.672,124.353
,13,66.705,140.110
,14,68.602,122.188
,15,60.362,118.199
,16,58.701,119.070
DII-V_arpc5_2_plant9_2_Z-Stack,1,49.636,104.209
,2,37.198,121.909
,3,39.081,121.241
,4,46.694,120.428
,5,62.860,160.172
,6,39.618,98.303
,7,54.855,107.539
,8,48.577,126.384
,9,46.249,107.055
,10,46.105,106.738
,11,55.378,103.001
,12,45.216,97.736
,13,62.206,110.127
,14,56.281,88.408
,15,47.439,94.963
