Image,Order,Area,PM,cytosol,PM/cytosol
,6.0,199.441,602.523,233.968,2.5752
,7.0,189.577,507.774,223.171,2.2753
,8.0,229.463,581.695,272.164,2.1373
,9.0,214.835,539.685,251.053,2.1497
,10.0,183.178,529.347,214.415,2.4688
,11.0,200.536,522.240,229.708,2.2735
,12.0,209.875,567.390,243.224,2.3328
,13.0,213.321,532.515,244.589,2.1772
PIN3_LatB_plant6_2_Z-Stack,1.0,192.363,537.177,229.789,2.3377
,2.0,208.992,566.992,248.685,2.2800
,3.0,173.621,473.888,200.810,2.3599
,4.0,205.110,574.875,248.199,2.3162
,5.0,201.938,535.211,236.767,2.2605
,6.0,231.050,628.702,270.082,2.3278
,7.0,221.060,601.329,261.068,2.3033
,8.0,224.360,643.355,267.298,2.4069
,9.0,193.357,555.160,232.561,2.3872
,10.0,206.123,615.956,247.880,2.4849
,11.0,200.270,586.509,246.229,2.3820
,12.0,191.029,528.099,231.404,2.2822
PIN3_LatB_plant7_1_Z-Stack,1.0,180.097,508.118,210.665,2.4120
,2.0,201.998,519.935,238.824,2.1771
,3.0,191.207,559.270,229.744,2.4343
,4.0,185.325,528.445,219.443,2.4081
,5.0,173.076,496.398,201.115,2.4682
,6.0,216.235,574.654,255.935,2.2453
,7.0,202.768,532.310,236.851,2.2474
,8.0,193.061,508.187,225.646,2.2521
,9.0,184.678,478.479,208.813,2.2914
,10.0,189.562,517.532,220.758,2.3443
,11.0,226.064,556.949,271.942,2.0480
PIN3_LatB_plant7_2_Z-Stack,1.0,195.377,569.772,235.933,2.4150
,2.0,206.524,576.017,243.068,2.3698
,3.0,184.719,523.397,228.067,2.2949
,4.0,204.101,644.587,252.637,2.5514
,5.0,207.583,528.245,253.770,2.0816
,6.0,182.426,514.588,219.182,2.3478
,7.0,193.222,574.140,236.276,2.4300
,8.0,195.541,543.195,229.623,2.3656
,9.0,193.976,550.684,240.995,2.2850
,10.0,178.264,475.167,210.393,2.2585
,11.0,176.065,509.954,215.461,2.3668
,12.0,173.058,474.130,201.736,2.3502
,13.0,185.111,571.114,228.901,2.4950
,14.0,199.335,578.483,250.041,2.3136
PIN3_LatB_plant8_1_Z-Stack,1.0,197.915,547.347,237.758,2.3021
,2.0,207.475,527.161,240.373,2.1931
,3.0,202.923,533.253,236.204,2.2576
,4.0,208.136,541.617,245.587,2.2054
,5.0,193.981,497.431,223.711,2.2235
,6.0,207.205,521.909,243.184,2.1461
,7.0,199.596,513.729,233.666,2.1986
,8.0,216.819,551.177,251.650,2.1903
,9.0,213.377,494.474,247.648,1.9967
,10.0,195.548,559.088,230.696,2.4235
,11.0,204.760,515.260,236.926,2.1748
,12.0,187.219,473.133,216.791,2.1824
,13.0,224.143,542.561,258.139,2.1018
,14.0,209.705,562.175,253.781,2.2152
PIN3_LatB_plant8_2_Z-Stack,1.0,194.511,464.381,215.289,2.1570
,2.0,201.608,430.806,217.845,1.9776
,3.0,181.197,426.445,200.062,2.1316
,4.0,192.745,466.568,211.213,2.2090
,5.0,194.754,520.313,225.780,2.3045
,6.0,203.768,513.765,230.505,2.2289
,7.0,203.316,489.899,231.935,2.1122
,8.0,186.509,480.990,212.618,2.2622
,9.0,200.059,474.580,224.257,2.1162
PIN3_LatB_plant9_1_Z-Stack,1.0,185.989,520.117,214.808,2.4213
,2.0,189.907,502.773,220.144,2.2838
,3.0,198.106,605.433,242.901,2.4925
,4.0,176.904,594.627,215.318,2.7616
,5.0,189.642,624.050,233.184,2.6762
,6.0,190.223,589.903,232.965,2.5322
,7.0,208.757,678.883,264.448,2.5672
,8.0,200.763,572.872,240.734,2.3797
,9.0,208.598,614.790,257.695,2.3857
,10.0,218.538,658.902,266.663,2.4709
,11.0,227.604,655.576,294.249,2.2280
,12.0,196.458,547.651,229.930,2.3818
,13.0,231.070,657.305,287.364,2.2874
PIN3_LatB_plant9_2_Z-Stack,1.0,192.314,558.704,236.062,2.3668
,2.0,187.934,594.839,224.710,2.6471
,3.0,197.605,584.869,240.627,2.4306
,4.0,212.653,609.032,258.327,2.3576
,5.0,201.335,591.365,246.397,2.4000
,6.0,207.761,523.038,237.121,2.2058
,7.0,214.575,557.195,251.761,2.2132
,8.0,208.549,612.951,250.146,2.4504
,9.0,208.609,625.791,271.661,2.3036
,10.0,211.827,590.354,250.737,2.3545
,11.0,203.486,561.977,236.730,2.3739
,12.0,227.262,655.152,279.821,2.3413
