Image,Order,Area,PM,cytosol,PM/cytosol
,6.0,224.953,491.322,229.567,2.1402
,7.0,244.720,726.116,263.494,2.7557
,8.0,222.169,546.607,226.858,2.4095
,9.0,239.001,566.736,252.061,2.2484
,10.0,218.320,464.711,214.762,2.1638
PIN3_WT_plant7_2_Z-Stack,1.0,246.798,575.538,249.780,2.3042
,2.0,258.172,592.326,276.096,2.1454
,3.0,253.254,605.716,263.919,2.2951
,4.0,250.683,559.968,251.170,2.2294
,5.0,257.325,575.790,258.567,2.2269
,6.0,247.291,534.375,251.824,2.1220
,7.0,250.742,594.377,254.880,2.3320
,8.0,254.647,613.450,255.105,2.4047
,9.0,254.966,607.004,254.739,2.3828
,10.0,265.181,639.807,273.666,2.3379
,11.0,259.659,610.418,269.240,2.2672
,12.0,256.546,548.766,252.651,2.1720
PIN3_WT_plant8_1_Z-Stack,1.0,227.315,496.214,233.260,2.1273
,2.0,217.777,454.245,219.079,2.0734
,3.0,236.404,611.577,258.755,2.3635
,4.0,253.169,598.104,267.317,2.2374
,5.0,247.212,595.564,265.182,2.2459
,6.0,222.351,522.151,231.075,2.2597
,7.0,255.599,589.522,270.548,2.1790
,8.0,228.410,546.186,238.540,2.2897
PIN3_WT_plant8_2_Z-Stack,1.0,247.859,595.369,273.677,2.1754
,2.0,245.932,576.879,263.838,2.1865
,3.0,261.381,537.212,267.465,2.0085
,4.0,273.931,526.103,273.824,1.9213
,5.0,266.755,548.994,277.076,1.9814
,6.0,242.174,518.498,251.934,2.0581
,7.0,236.280,561.883,250.529,2.2428
,8.0,229.266,511.762,236.638,2.1626
,9.0,226.368,536.602,238.248,2.2523
,10.0,230.506,555.322,240.920,2.3050
,11.0,233.181,504.541,240.505,2.0978
PIN3_WT_plant9_2_Z-Stack,1.0,295.370,636.066,293.857,2.1645
,2.0,295.625,622.828,290.997,2.1403
,3.0,307.724,623.553,303.513,2.0545
,4.0,278.724,593.138,278.780,2.1276
