Image,ROI,Area,Mean
mDII-V_WT_plant1_1_Z-Stack,1,51.219,10367.225
,2,59.054,11161.666
,3,58.792,10868.056
,4,60.270,9570.855
,5,49.846,9950.996
,6,58.190,9558.794
,7,33.902,8949.829
,8,58.583,11397.390
,9,46.563,11729.792
,10,52.200,9417.149
,11,69.988,9236.570
,12,56.438,13998.372
,13,46.916,11703.566
,14,51.873,10810.736
,15,54.855,11512.735
,16,57.366,11166.547
,17,64.325,11959.788
,18,63.435,9420.156
,19,57.929,11914.561
,20,55.888,9595.038
,21,72.735,10405.867
,22,57.366,7699.532
mDII-V_WT_plant1_2_Z-Stack,1,53.613,10615.054
,2,63.841,9354.936
,3,60.126,9600.960
,4,51.886,11813.468
,5,74.487,11338.476
,6,58.099,9228.411
,7,59.590,10234.026
,8,61.656,8621.721
,9,55.627,8291.669
,10,53.377,11236.474
,11,60.832,9989.411
,12,55.548,11605.050
,13,57.497,11923.731
,14,75.730,11835.773
,15,64.233,8473.205
,16,68.510,7816.522
,17,64.835,8584.431
,18,65.986,7458.031
mDII-V_WT_plant2_1_Z-Stack,1,57.615,10627.947
,2,56.150,9502.887
,3,57.877,11463.864
,4,57.393,9792.603
,5,64.547,8033.822
,6,59.368,9805.442
,7,47.086,12409.312
,8,52.265,11522.276
,9,46.864,11950.047
,10,48.302,13897.601
,11,59.577,12699.708
,12,50.787,11160.391
,13,60.767,10317.048
,14,47.897,14988.420
,15,65.096,7073.213
,16,60.022,10697.146
,17,59.498,7320.914
mDII-V_WT_plant2_2_Z-Stack,1,51.128,10465.093
,2,30.946,8473.406
,3,43.241,7295.689
,4,61.957,8443.362
,5,51.886,9044.003
,6,48.812,10041.347
,7,52.265,10308.084
,8,62.350,10506.871
,9,60.283,8456.061
,10,54.528,10086.729
,11,53.770,8859.759
,12,58.334,10528.064
,13,62.402,10932.480
,14,63.187,12192.690
,15,47.766,12255.697
,16,57.366,11423.547
,17,58.256,9347.257
mDII-V_WT_plant3_1_Z-Stack,1,57.550,9605.355
,2,62.428,8799.682
,3,71.388,8450.394
,4,59.080,7263.155
,5,63.056,9543.163
,6,69.452,8037.254
,7,59.472,7385.176
,8,63.461,7732.326
,9,53.299,8475.921
,10,57.877,6415.439
,11,52.344,5734.936
,12,65.319,6300.484
,13,56.255,10032.799
,14,59.315,9125.090
,15,72.146,8305.956
mDII-V_WT_plant3_2_Z-Stack,1,58.413,7338.356
,2,54.476,9187.871
,3,56.438,8524.548
,4,59.904,7130.041
,5,66.169,7757.698
,6,54.868,8869.917
,7,51.991,6918.824
,8,67.516,7649.696
,9,53.443,6307.962
,10,52.776,7460.205
,11,53.338,7389.265
,12,62.389,7223.489
,13,69.086,6544.235
,14,58.753,7226.281
,15,63.488,6581.368
,16,67.477,6059.484
,17,56.752,6381.777
mDII-V_WT_plant4_1_Z-Stack,1,58.243,10336.582
,2,50.840,12050.824
,3,43.672,10926.615
,4,54.057,8379.179
,5,45.739,7923.056
,6,58.177,8952.362
,7,73.062,8028.638
,8,57.209,8381.061
,9,57.366,10346.419
,10,64.887,9310.625
,11,53.312,8494.398
,12,56.595,8719.867
,13,61.735,6392.891
,14,57.353,9739.875
,15,62.324,6517.171
,16,71.113,7678.211
mDII-V_WT_plant4_2_Z-Stack,1,56.765,8368.282
,2,50.120,9055.275
,3,58.073,10917.942
