Image,ROI,Area,Mean
,10,37.577,3109.430
,11,71.806,3890.818
,12,65.737,3111.854
,13,66.692,2936.889
,14,69.687,3059.600
,15,51.311,3529.835
,16,47.334,4429.042
,17,70.302,3411.283
,18,68.628,3489.529
mDII-V_arpc5_2_plant3_2_Z-Stack,1,65.214,3342.580
,2,81.472,3653.258
,3,55.535,3163.887
,4,51.912,3456.643
,5,68.510,2811.911
,6,78.843,3945.917
,7,64.913,3169.368
,8,77.012,3499.380
,9,68.170,3733.523
,10,72.068,2642.488
,11,70.864,2817.508
,12,82.505,2595.303
,13,73.860,3844.468
,14,87.240,1934.906
,15,81.550,1887.150
,16,69.962,2789.518
,17,64.011,3559.401
mDII-V_arpc5_2_plant4_1_Z-Stack,1,70.773,2733.562
,2,67.922,3377.752
,3,58.400,3747.677
,4,59.001,4272.305
,5,68.170,2969.917
,6,58.439,3390.298
,7,72.630,3942.350
,8,61.643,3472.653
,9,61.434,2748.294
,10,53.246,4337.578
,11,57.039,2996.603
,12,57.929,3434.723
,13,57.706,3104.635
,14,73.284,3638.000
,15,64.652,2168.272
,16,70.877,3726.604
,17,61.343,4154.747
,18,55.627,3616.601
mDII-V_arpc5_2_plant4_2_Z-Stack,1,54.476,4755.771
,2,59.577,3366.800
,3,42.861,3327.603
,4,48.276,2689.219
,5,34.674,3081.882
,6,49.754,4217.426
,7,44.601,2971.901
,8,67.006,2850.555
,9,54.123,3051.946
,10,58.936,3923.670
,11,57.183,3229.843
,12,52.789,4317.876
,13,50.604,3623.185
,14,57.053,2862.175
,15,64.312,2900.850
,16,62.546,3582.825
,17,73.611,3445.626
,18,47.243,2900.923
,19,66.103,2231.639
mDII-V_arpc5_2_plant5_1_Z-Stack,1,66.771,5277.789
,2,47.295,4013.993
,3,59.616,4416.844
,4,55.666,2561.508
,5,54.607,3886.948
,6,65.737,3687.153
,7,73.415,4624.111
,8,46.733,3246.326
,9,61.199,3506.755
,10,65.672,4526.996
,11,56.425,2948.534
,12,59.407,4278.155
,13,66.012,3382.281
,14,74.121,3386.135
,15,52.566,2586.657
mDII-V_arpc5_2_plant5_2_Z-Stack,1,41.789,2932.816
,2,62.807,3358.257
,3,49.153,2875.467
,4,50.356,3005.655
,5,62.219,2828.563
,6,57.798,3049.854
,7,55.457,3034.377
,8,57.144,3954.866
,9,63.592,3552.946
,10,66.156,2395.390
,11,80.059,2400.745
,12,54.410,2827.061
,13,61.683,2076.242
,14,70.394,2291.535
mDII-V_arpc5_2_plant6_1_Z-Stack,1,40.991,9125.038
,2,75.678,7396.966
,3,45.896,5282.278
,4,59.394,7205.777
,5,48.656,7983.073
,6,62.389,8014.544
,7,64.325,6121.423
,8,77.129,10199.715
,9,51.494,9423.725
,10,61.500,10010.623
,11,63.919,7427.755
,12,64.299,8739.270
,13,88.025,7367.634
,14,47.334,6955.497
mDII-V_arpc5_2_plant6_2_Z-Stack,1,44.928,4860.784
,2,68.759,6777.897
,3,66.195,7323.956
,4,79.628,7132.053
,5,42.312,5793.594
,6,56.137,7281.448
,7,66.339,7547.332
,8,58.020,6295.423
,9,71.087,5910.511
,10,54.319,8045.758
,11,44.640,6551.257
,12,54.934,8831.156
,13,61.565,9405.312
,14,67.948,5765.029
,15,74.893,6124.813
,16,57.275,5926.136
,17,60.859,6306.887
mDII-V_arpc5_2_plant7_1_Z-Stack,1,55.666,2037.256
,2,52.331,2502.527
,3,67.516,2920.666
,4,74.958,3406.859
,5,75.952,3678.892
,6,60.715,3290.322
,7,58.805,3955.732
,8,71.911,3919.993
,9,60.414,2557.847
,10,78.895,4535.001
,11,64.155,3416.425
,12,90.418,2866.163
,13,63.278,3056.456
,14,59.381,2387.282
,15,87.004,3586.116
,16,56.438,3998.183
,17,47.138,2519.520
mDII-V_arpc5_2_plant7_2_Z-Stack,1,63.304,2115.986
,2,57.772,4659.736
,3,58.060,2560.089
,4,49.610,3463.417
,5,58.648,2680.921
,6,50.931,3493.481
,7,58.884,2179.434
,8,63.435,2351.438
,9,74.252,3249.690
,10,64.194,2132.221
,11,61.565,3061.027
,12,82.178,3599.316
,13,66.836,2595.700
,14,76.345,2515.364
,15,70.407,2962.132
,16,71.270,3238.165
,17,60.636,2172.100
mDII-V_arpc5_2_plant8_1_Z-Stack,1,52.409,12030.606
,2,63.618,10543.895
,3,57.523,6548.382
,4,61.879,9697.887
,5,71.898,7747.958
,6,45.752,7566.552
,7,57.079,8343.672
,8,58.347,10882.718
,9,57.471,9210.863
,10,61.853,9195.380
,11,53.076,8911.540
,12,58.661,9424.603
,13,49.009,9984.089
,14,64.259,4899.819
,15,71.832,8389.157
,16,70.210,8377.534
,17,67.438,6337.309
,18,61.316,6416.435
mDII-V_arpc5_2_plant8_2_Z-Stack,1,51.559,6171.942
,2,78.804,8039.309
,3,77.417,7801.520
,4,45.229,6395.272
,5,76.410,6717.285
,6,66.967,4851.691
,7,49.911,5702.592
,8,68.275,6394.340
,9,73.480,4344.579
,10,58.374,6408.323
,11,62.991,6983.451
,12,74.932,5255.888
,13,66.326,4597.067
,14,68.235,5670.449
,15,79.131,4852.675
,16,62.310,7919.409
,17,50.552,5572.093
mDII-V_arpc5_2_plant9_1_Z-Stack,1,70.825,3057.497
,2,61.578,4602.531
,3,67.084,3919.931
,4,56.778,3984.809
,5,74.330,3764.832
,6,63.108,3421.891
,7,82.087,4691.116
,8,63.187,3210.998
,9,69.517,3762.593
,10,84.336,3717.639
,11,69.883,4445.041
,12,55.378,3926.108
mDII-V_arpc5_2_plant9_2_Z-Stack,1,64.861,3573.754
,2,59.041,4540.022
,3,71.139,4035.842
,4,71.937,2912.437
,5,65.711,3469.688
,6,85.487,4078.597
,7,80.582,3082.064
,8,75.403,2554.029
,9,76.606,3302.749
,10,78.634,3343.256
,11,91.203,3284.894
,12,75.037,3504.608
,13,88.169,3727.968
,14,72.185,4103.869
,15,76.227,3815.056
