Image,ROI,Area,Mean
,12,60.976,134.776
,13,78.294,155.676
,14,58.360,158.690
,15,47.034,130.981
,16,67.111,134.172
,17,62.703,125.389
DII-V_arpc5_2_plant6_2_Z-Stack,1,66.797,114.408
,2,56.647,102.868
,3,43.842,76.228
,4,50.657,109.613
,5,56.608,112.940
,6,46.890,110.298
,7,80.046,121.202
,8,69.504,103.736
,9,55.561,111.286
,10,42.312,91.125
,11,55.156,96.492
,12,48.446,105.166
,13,69.530,118.255
,14,55.705,95.981
DII-V_arpc5_2_plant7_1_Z-Stack,1,51.350,189.755
,2,50.905,132.124
,3,31.718,139.656
,4,70.158,158.896
,5,71.793,186.644
,6,71.531,205.687
,7,48.760,142.966
,8,47.060,118.819
,9,55.718,149.351
,10,87.266,202.855
,11,53.286,170.462
,12,88.025,307.875
,13,87.266,164.676
,14,95.205,237.217
,15,82.283,211.809
DII-V_arpc5_2_plant7_2_Z-Stack,1,51.585,158.727
,2,45.281,162.884
,3,86.403,207.396
,4,52.422,185.518
,5,51.245,152.197
,6,83.133,172.393
,7,43.188,153.117
,8,38.820,150.995
,9,60.179,177.634
,10,52.318,156.663
,11,89.450,197.329
,12,98.410,176.644
,13,64.115,221.356
,14,56.372,165.922
,15,83.068,212.872
,16,59.681,188.700
,17,67.516,198.110
,18,50.892,140.235
DII-V_arpc5_2_plant8_1_Z-Stack_menší,1,55.195,174.702
,2,50.853,172.354
,3,49.022,199.056
,4,66.064,167.811
,5,44.418,117.128
,6,63.134,190.068
,7,58.596,161.104
,8,57.759,195.371
,9,39.108,148.508
,10,49.741,161.029
,11,42.704,141.512
,12,68.157,213.137
,13,65.763,167.649
,14,50.997,151.496
,15,64.403,201.610
,16,60.309,143.064
,17,52.344,137.826
DII-V_arpc5_2_plant8_2_Z-Stack_menší,1,35.184,192.949
,2,54.855,174.423
,3,43.254,146.356
,4,52.762,159.491
,5,46.445,117.811
,6,51.782,144.308
,7,43.751,138.781
,8,58.635,163.637
,9,62.716,166.935
,10,54.136,168.816
,11,48.119,150.672
,12,44.967,152.684
,13,40.141,134.762
,14,50.094,158.024
