Image,ROI,Area,Mean
,12,55.601,9960.133
,13,69.674,8439.230
,14,48.172,6736.657
,15,63.226,7180.098
,16,51.716,5972.890
,17,51.245,13218.137
,18,79.261,9214.707
,19,63.435,7868.524
mDII-V_arpc4_1_plant7_2_Z-Stack,1,73.781,7579.255
,2,69.726,5769.995
,3,92.707,6589.583
,4,57.157,5034.801
,5,60.584,6120.505
,6,55.588,5216.372
,7,62.284,6377.059
,8,61.434,5708.680
,9,74.932,5322.591
,10,93.518,6972.681
,11,79.719,7722.526
,12,72.473,5296.195
,13,54.201,5395.416
,14,58.805,7883.847
,15,66.784,5728.963
,16,84.166,5489.963
,17,87.894,6921.968
,18,81.197,5818.450
,19,93.479,5331.652
mDII-V_arpc4_1_plant8_1_Z-Stack,1,59.852,15809.560
,2,56.516,7691.190
,3,54.306,8662.176
,4,72.172,6722.784
,5,54.672,12279.040
,6,49.179,9508.226
,7,59.067,9425.631
,8,62.206,11210.306
,9,63.645,8143.302
,10,60.283,11443.413
,11,72.866,7773.898
,12,50.474,12814.017
,13,51.507,10960.490
,14,47.727,7241.718
,15,65.384,10594.470
,16,81.446,10269.971
,17,64.966,7510.361
,18,91.085,9893.422
,19,70.956,7565.209
mDII-V_arpc4_1_plant8_2_Z-Stack,1,51.768,9790.703
,2,68.458,8178.162
,3,82.453,8151.237
,4,58.544,8060.383
,5,91.007,8191.822
,6,70.171,6817.351
,7,69.726,5145.056
,8,86.717,8876.945
,9,63.134,6983.028
,10,53.770,9296.360
,11,77.574,7467.367
,12,59.250,5952.200
,13,66.430,7072.515
,14,72.669,7753.886
,15,81.014,6064.511
,16,74.919,7103.898
,17,54.881,8471.257
,18,69.190,5983.062
