Image,ROI,Area,Mean
mDII-V_arpc4_2_plant4_2_Z-Stack,1,43.280,7660.677
,2,57.680,5975.415
,3,46.262,7774.443
,4,71.074,5982.921
,5,47.348,8209.438
,6,74.932,8182.236
,7,66.378,6993.623
,8,53.181,6932.591
,9,63.252,9400.510
,10,78.699,8695.017
,11,63.318,7561.892
,12,67.765,7634.500
,13,50.408,6347.901
,14,82.911,10110.155
,15,79.274,6331.755
mDII-V_arpc4_2_plant5_1_Z-Stack,1,51.664,6010.545
,2,54.829,4949.309
,3,77.613,4435.981
,4,55.274,4099.825
,5,87.279,6288.287
,6,47.779,2852.101
,7,65.554,5080.571
,8,54.803,3187.516
,9,57.576,5008.437
,10,62.363,4828.441
,11,79.745,4735.682
,12,88.679,4946.400
,13,59.511,5259.828
,14,63.514,4728.592
,15,74.827,5608.106
,16,71.283,4208.401
,17,68.340,4798.133
,18,91.739,5232.243
mDII-V_arpc4_2_plant5_2_Z-Stack,1,64.913,3904.168
,2,54.999,3923.682
,3,56.712,5702.629
,4,48.041,4445.804
,5,61.879,4717.544
,6,52.370,3959.949
,7,74.226,3196.129
,8,95.846,3215.527
,9,67.568,3104.738
,10,77.221,3340.568
,11,69.282,3202.563
,12,76.410,3484.167
,13,86.377,5421.806
,14,45.530,3805.047
,15,62.232,4537.231
,16,71.728,3963.313
,17,70.694,3890.268
,18,64.128,5387.113
,19,62.324,5160.802
,20,76.109,3585.828
mDII-V_arpc4_2_plant7_1_Z-Stack,1,68.144,2616.781
,2,73.637,3891.148
,3,67.895,3158.158
,4,67.084,2938.422
,5,70.053,4490.465
,6,84.310,3625.434
,7,69.321,3025.791
,8,83.185,4101.087
,9,66.300,2659.955
,10,61.186,5067.740
,11,87.789,4258.324
,12,54.934,4922.924
,13,73.101,3988.162
,14,67.320,4367.899
,15,73.088,3458.094
,16,48.250,4990.971
,17,78.882,3759.578
mDII-V_arpc4_2_plant7_2_Z-Stack,1,52.736,4475.681
,2,50.696,4150.721
,3,45.843,3461.512
,4,73.912,3097.004
,5,64.861,3129.193
,6,77.299,4024.491
,7,71.388,3379.614
,8,68.235,3568.272
,9,78.359,3432.931
,10,65.005,4017.879
,11,64.599,3081.197
,12,71.963,3991.702
,13,65.750,4175.881
,14,67.568,4173.999
,15,62.023,3641.309
,16,48.289,3539.555
,17,63.553,4701.594
,18,82.060,3975.554
,19,83.905,3294.651
,20,96.252,4082.667
,21,82.518,3463.049
mDII-V_arpc4_2_plant8_1_Z-Stack,1,71.531,7529.444
,2,72.696,8517.612
,3,66.313,8876.654
,4,63.579,10061.050
,5,70.995,8774.534
,6,70.053,10644.872
,7,69.713,9170.071
,8,61.225,8008.429
,9,65.855,8474.395
,10,66.535,11034.223
,11,68.589,10099.587
,12,46.210,11672.395
,13,88.155,10411.416
,14,71.584,8465.147
,15,57.105,8596.251
,16,83.054,8065.362
mDII-V_arpc4_2_plant8_2_Z-Stack,1,49.545,10302.677
,2,56.608,10082.743
,3,54.659,7290.799
,4,57.262,8907.537
,5,65.227,6314.523
,6,51.638,8941.358
,7,77.470,9539.533
,8,57.798,9345.683
,9,59.145,10232.099
,10,48.826,8012.340
,11,47.557,6797.170
,12,53.273,10659.705
,13,48.826,7267.119
,14,66.417,6887.362
,15,50.474,9870.061
,16,55.705,7871.366
,17,48.302,7577.164
,18,61.225,6822.378
,19,69.478,7816.762
,20,69.726,8426.602
,21,60.388,8306.248
,22,83.224,9121.138
mDII-V_arpc4_2_plant9_1_Z-Stack,1,49.820,10164.614
,2,47.073,5690.269
,3,68.118,4605.592
,4,69.753,6025.906
,5,65.567,4857.821
,6,71.976,5257.784
,7,62.677,4512.958
,8,50.251,6968.847
,9,55.457,5697.848
,10,59.067,5430.674
,11,67.150,5311.236
,12,58.596,4214.957
,13,72.068,4884.429
,14,71.361,5783.506
,15,61.343,5887.687
,16,64.207,5080.463
,17,58.923,5062.083
,18,67.320,4433.639
,19,63.304,4156.629
,20,76.619,3573.559
mDII-V_arpc4_2_plant9_2_Z-Stack,1,42.796,3340.949
,2,54.907,4389.349
,3,53.730,5311.088
,4,48.198,4055.244
,5,55.064,3481.365
,6,45.373,3748.376
,7,55.431,4855.130
,8,59.930,3798.372
,9,48.329,3970.969
,10,49.414,3556.175
,11,74.278,4191.729
,12,62.180,3175.638
,13,65.724,4763.173
,14,55.915,3370.861
,15,74.134,3733.543
,16,68.955,4019.748
,17,66.260,4189.520
,18,79.327,4958.231
