Image,Order,Area,PM,cytosol,PM/cytosol
PIN3_arpc4_I1_plant3_1_Z-Stack,1.0,222.495,457.536,214.715,2.1309
,2.0,204.085,467.009,195.023,2.3946
,3.0,259.202,645.127,276.842,2.3303
,4.0,238.518,605.467,241.635,2.5057
,5.0,220.200,413.973,208.152,1.9888
,6.0,218.740,519.842,211.001,2.4637
,7.0,197.212,425.446,183.585,2.3174
,8.0,214.978,449.689,206.536,2.1773
,9.0,200.022,395.525,185.336,2.1341
,10.0,230.416,597.937,239.841,2.4931
,11.0,206.586,413.927,192.361,2.1518
,12.0,205.864,417.574,191.652,2.1788
PIN3_arpc4_I1_plant3_2_Z-Stack,1.0,216.711,550.504,215.874,2.5501
,2.0,231.998,559.251,240.471,2.3256
,3.0,242.536,704.165,256.513,2.7451
,4.0,214.204,580.586,221.745,2.6183
,5.0,227.175,489.494,222.975,2.1953
,6.0,221.379,500.873,215.777,2.3213
,7.0,227.602,486.062,228.664,2.1257
,8.0,219.311,541.700,217.713,2.4881
,9.0,238.127,532.044,241.261,2.2053
,10.0,222.802,535.688,221.716,2.4161
,11.0,241.827,545.581,252.516,2.1606
,12.0,233.779,578.150,243.608,2.3733
,13.0,220.147,479.393,212.895,2.2518
,14.0,222.049,518.780,221.153,2.3458
,15.0,222.671,556.271,224.849,2.4740
PIN3_arpc4_I1_plant4_1_Z-Stack,1.0,235.373,442.626,220.976,2.0031
,2.0,205.439,406.093,189.636,2.1414
,3.0,215.480,418.062,200.735,2.0827
,4.0,201.415,413.829,182.321,2.2698
,5.0,210.512,481.835,200.531,2.4028
,6.0,225.010,408.476,210.204,1.9432
,7.0,206.577,380.214,191.489,1.9856
PIN3_arpc4_I1_plant4_2_Z-Stack,1.0,211.929,454.561,201.889,2.2515
,2.0,218.464,450.260,201.475,2.2348
,3.0,215.307,429.019,199.294,2.1527
,4.0,218.309,477.809,204.017,2.3420
,5.0,196.340,400.336,175.262,2.2842
,6.0,236.643,464.124,225.822,2.0553
,7.0,213.634,358.699,197.727,1.8141
,8.0,215.168,452.575,201.421,2.2469
,9.0,233.937,466.972,212.194,2.2007
,10.0,221.313,440.552,203.621,2.1636
,11.0,213.493,410.667,189.876,2.1628
PIN3_arpc4_I1_plant5_1_Z-Stack,1.0,210.174,403.983,188.567,2.1424
,2.0,211.396,447.707,199.020,2.2496
,3.0,233.311,498.832,228.231,2.1856
,4.0,234.069,571.085,241.544,2.3643
,5.0,212.371,484.036,204.617,2.3656
,6.0,216.309,424.377,201.504,2.1060
,7.0,226.656,498.312,207.744,2.3987
,8.0,217.273,466.316,208.583,2.2356
PIN3_arpc4_I1_plant5_2_Z-Stack,1.0,233.111,523.270,231.200,2.2633
,2.0,244.805,566.722,254.907,2.2233
,3.0,234.587,566.433,244.111,2.3204
,4.0,231.895,557.712,233.940,2.3840
,5.0,230.116,609.802,236.687,2.5764
,6.0,236.700,617.588,246.520,2.5052
,7.0,238.501,555.102,248.364,2.2350
,8.0,225.054,574.265,231.819,2.4772
,9.0,215.276,477.007,202.664,2.3537
,10.0,220.167,575.579,223.670,2.5733
PIN3_arpc4_I1_plant6_1_Z-Stack,1.0,220.763,449.243,204.237,2.1996
,2.0,209.662,389.092,187.157,2.0790
,3.0,245.861,451.681,234.470,1.9264
,4.0,224.333,517.278,215.980,2.3950
,5.0,224.806,496.073,212.086,2.3390
,6.0,232.974,510.920,225.174,2.2690
,7.0,241.815,439.027,221.259,1.9842
,8.0,230.441,496.295,215.526,2.3027
,9.0,235.912,487.997,221.792,2.2002
,10.0,241.937,502.330,234.929,2.1382
,11.0,244.610,517.522,231.491,2.2356
,12.0,254.531,483.978,236.068,2.0502
PIN3_arpc4_I1_plant7_1_Z-Stack,1.0,257.940,546.662,262.355,2.0837
,2.0,227.959,490.499,223.290,2.1967
,3.0,251.084,582.285,255.026,2.2832
,4.0,231.061,549.428,235.017,2.3378
,5.0,258.513,585.727,259.693,2.2555
,6.0,252.002,508.629,242.378,2.0985
,7.0,257.771,545.556,264.998,2.0587
,8.0,252.101,531.311,242.408,2.1918
,9.0,248.444,441.096,233.345,1.8903
,10.0,243.096,496.197,239.715,2.0699
,11.0,263.955,478.037,250.857,1.9056
PIN3_arpc4_I1_plant7_2_Z-Stack,1.0,202.788,408.800,188.483,2.1689
,2.0,217.564,453.973,212.559,2.1358
,3.0,209.745,446.981,199.632,2.2390
,4.0,204.786,411.276,188.532,2.1815
,5.0,220.219,484.105,213.848,2.2638
,6.0,223.713,439.250,212.010,2.0718
,7.0,226.350,458.654,218.260,2.1014
,8.0,204.976,447.060,191.242,2.3377
,9.0,216.048,436.150,199.891,2.1819
PIN3_arpc4_I1_plant8_1_Z-Stack,1.0,215.302,512.858,208.576,2.4589
,2.0,228.263,504.526,226.799,2.2246
,3.0,228.807,560.222,223.629,2.5051
,4.0,235.536,545.657,225.694,2.4177
,5.0,217.121,518.759,210.006,2.4702
PIN3_arpc4_I1_plant8_2_Z-Stack,1.0,224.183,507.096,216.410,2.3432
,2.0,226.078,486.217,219.311,2.2170
,3.0,222.462,530.302,226.340,2.3429
,4.0,224.927,507.539,221.642,2.2899
,5.0,204.629,505.894,197.782,2.5578
,6.0,220.671,545.896,218.261,2.5011
,7.0,230.423,568.976,243.281,2.3388
,8.0,237.687,532.315,237.146,2.2447
