Image,ROI,Area,Mean
,19,54.410,7597.849
,20,60.087,12659.169
mDII-V_arpc5_3_plant6_2_Z-Stack,1,73.506,12511.138
,2,53.900,15029.839
,3,36.400,13742.157
,4,37.983,7110.739
,5,58.936,19125.700
,6,60.401,12276.181
,7,60.048,16870.885
,8,54.999,13438.126
,9,62.193,8905.130
,10,74.291,11086.188
,11,60.819,13882.514
,12,66.260,10400.497
,13,52.658,14329.073
,14,54.450,7053.735
,15,73.284,8041.723
,16,40.193,11015.095
,17,58.164,15508.833
,18,73.637,12122.709
,19,73.389,11583.127
mDII-V_arpc5_3_plant7_1_Z-Stack,1,76.214,2608.888
,2,87.685,2637.786
,3,70.407,1652.236
,4,60.309,2556.384
,5,51.402,2757.286
,6,76.122,2310.165
,7,78.594,2119.449
,8,87.436,2719.024
,9,69.923,2802.487
,10,73.925,2587.875
,11,47.832,3343.981
,12,75.638,2317.121
,13,60.113,3208.078
,14,73.323,1739.833
,15,64.495,2551.230
,16,81.511,2653.552
mDII-V_arpc5_3_plant7_2_Z-Stack,1,51.350,3146.438
,2,77.849,3249.673
,3,49.453,2785.947
,4,60.152,3222.320
,5,67.778,3147.817
,6,78.137,2803.974
,7,72.643,2447.841
,8,91.465,1891.457
,9,69.373,1951.211
,10,65.096,2411.140
,11,74.697,2920.689
,12,57.706,3153.767
,13,69.046,2873.528
,14,87.946,2340.979
,15,87.933,2089.048
,16,111.110,3188.186
,17,105.643,2111.228
,18,66.195,2347.346
mDII-V_arpc5_3_plant8_1_Z-Stack,1,45.660,4023.198
,2,55.666,4519.402
,3,56.399,4065.233
,4,51.232,4973.445
,5,35.982,3035.563
,6,75.050,3910.018
,7,81.982,3335.290
,8,66.260,3511.472
,9,61.997,4242.365
,10,40.141,2701.747
,11,64.639,3363.229
,12,51.860,3073.028
,13,69.910,3842.845
,14,59.368,4272.329
,15,69.151,2677.655
,16,65.920,2214.544
mDII-V_arpc5_3_plant8_2_Z-Stack,1,50.617,3742.527
,2,45.987,3217.387
,3,50.264,3326.768
,4,59.171,3724.026
,5,61.827,3704.095
,6,76.332,4717.913
,7,43.921,3586.649
,8,44.313,2483.472
,9,68.589,2659.707
,10,60.401,3099.687
,11,72.800,3586.981
,12,65.528,3265.281
,13,56.974,3028.224
,14,76.332,3486.402
,15,66.509,3607.563
,16,63.239,4099.729
,17,66.535,2049.655
mDII-V_arpc5_3_plant9_1_Z-Stack,1,49.584,3957.571
,2,65.907,4291.826
,3,48.564,2166.021
,4,48.459,4539.230
,5,59.655,2830.331
,6,70.956,3945.548
,7,87.541,4671.715
,8,60.937,5634.233
,9,63.540,4632.983
,10,66.274,1442.184
,11,69.988,3712.274
,12,56.673,4744.788
,13,67.346,3736.317
,14,70.642,3816.196
mDII-V_arpc5_3_plant9_2_Z-Stack,1,73.271,4394.889
,2,50.173,3268.825
,3,44.849,3349.119
,4,48.407,3898.256
,5,40.232,2583.238
,6,61.029,5103.988
,7,59.865,4115.262
,8,44.209,4013.157
,9,69.373,3841.392
,10,70.956,4951.237
,11,49.924,2830.254
,12,65.188,4479.587
,13,67.268,4590.668
,14,67.843,2725.064
,15,54.437,3064.229
,16,57.209,3469.656
,17,79.523,3050.974
