Image,ROI,Area,Mean
mDII-V_WT_plant6_1_Z-Stack,1,50.160,7951.106
,2,46.327,7830.046
,3,58.073,7235.523
,4,77.613,7027.066
,5,50.931,7905.658
,6,47.178,5166.836
,7,64.299,8972.559
,8,73.493,6476.896
,9,51.912,5911.888
,10,73.441,8135.861
,11,72.617,6865.067
,12,69.190,8223.010
,13,52.318,6734.113
,14,65.279,7956.984
,15,47.151,9435.301
,16,71.270,6992.752
,17,74.605,8952.185
mDII-V_WT_plant6_2_Z-Stack,1,70.577,7355.400
,2,80.255,7273.205
,3,56.882,8277.178
,4,63.736,7450.482
,5,68.602,5942.782
,6,66.352,7488.564
,7,73.781,7905.246
,8,69.386,6257.109
,9,75.324,6088.398
,10,58.007,6192.885
,11,58.923,6415.683
,12,64.573,5706.493
,13,55.875,6946.267
,14,75.272,6102.246
,15,65.960,7988.292
,16,57.589,6764.918
,17,58.792,4971.170
,18,75.089,8335.049
,19,74.174,4512.551
,20,52.697,5942.517
mDII-V_WT_plant7_1_Z-Stack,1,50.447,9372.445
,2,37.433,8228.988
,3,60.610,7710.184
,4,45.765,7159.567
,5,70.224,8826.591
,6,52.959,9627.927
,7,63.200,7530.640
,8,50.905,8700.143
,9,64.285,7373.134
,10,73.624,6404.862
,11,58.086,8844.086
,12,63.161,7791.078
,13,65.266,9237.381
,14,72.447,6933.049
,15,69.766,7322.427
,16,74.487,7750.050
,17,69.190,4543.759
,18,47.688,8083.542
mDII-V_WT_plant7_2_Z-Stack,1,58.753,7429.016
,2,64.612,6964.882
,3,68.092,6178.990
,4,58.347,7759.395
,5,44.679,5975.142
,6,50.068,8710.442
,7,62.834,7164.984
,8,60.597,9199.255
,9,54.240,7394.886
,10,51.258,8252.295
,11,62.768,6486.046
,12,64.429,7562.984
,13,65.279,6178.387
,14,59.773,7540.721
,15,71.819,6945.875
,16,66.287,6251.222
,17,65.999,6248.407
,18,82.701,7474.034
,19,78.215,7524.923
mDII-V_WT_plant8_1_Z-Stack,1,63.802,6899.817
,2,52.671,9096.008
,3,62.598,7019.755
,4,58.871,8626.256
,5,62.860,7849.048
,6,51.114,7412.183
,7,52.226,9102.267
,8,64.717,7073.108
,9,66.300,7111.334
,10,60.911,7121.982
,11,69.530,6899.032
,12,71.989,6606.094
,13,56.804,7402.583
,14,69.883,6374.756
,15,67.241,6610.622
,16,68.889,6175.128
,17,61.277,6136.732
mDII-V_WT_plant8_2_Z-Stack,1,60.205,7103.862
,2,54.410,7165.958
,3,58.177,6052.913
,4,51.428,6893.408
,5,49.793,6949.944
,6,50.683,8157.382
,7,56.608,5881.702
,8,64.952,5650.526
,9,56.072,8631.134
,10,47.465,7218.593
,11,68.432,7242.137
,12,41.684,7211.029
,13,53.495,7486.523
,14,44.509,7165.738
,15,67.882,6143.799
,16,60.388,4884.919
,17,58.544,6178.486
,18,63.252,7071.517
mDII-V_WT_plant9_1_Z-Stack,1,63.645,7845.333
,2,49.336,8722.818
,3,62.114,8881.231
,4,72.656,6764.197
,5,63.448,8443.953
,6,82.571,7607.391
,7,55.391,8253.552
,8,58.805,8393.451
,9,57.327,7905.389
,10,51.598,7543.500
,11,51.389,8913.118
,12,52.409,8693.200
,13,67.791,7488.866
,14,65.123,8040.821
,15,60.035,6323.223
,16,66.103,7358.454
mDII-V_WT_plant9_2_Z-Stack,1,53.050,9649.812
,2,54.188,7570.068
,3,60.505,8021.686
,4,69.910,7203.789
,5,63.671,7725.173
,6,58.125,8651.054
,7,64.599,7798.642
,8,72.473,6724.795
,9,62.023,8169.372
,10,53.913,6589.838
,11,60.244,7300.479
,12,66.784,8132.361
,13,49.990,7829.063
,14,53.168,8563.746
,15,76.227,6170.476
,16,72.264,6820.189
,17,77.509,5971.578
