Image,ROI,Area,Mean
,15,55.653,4302.181
,16,74.671,3828.239
,17,75.573,4094.692
,18,68.772,3187.500
,19,65.175,4731.431
mDII-V_arpc5_2_plant3_1_Z-Stack,1,52.632,9688.854
,2,68.092,10085.111
,3,59.629,11319.465
,4,42.011,5427.609
,5,54.005,10478.201
,6,62.703,10972.403
,7,61.748,11388.695
,8,63.239,7458.852
,9,64.547,6791.636
,10,94.381,9457.044
,11,86.638,13993.401
,12,75.220,10848.281
,13,70.433,13817.857
,14,78.542,11473.457
,15,71.492,8728.546
mDII-V_arpc5_2_plant3_2_Z-Stack,1,51.284,10746.600
,2,69.452,11444.482
,3,55.941,9718.981
,4,64.926,9852.764
,5,62.297,11253.867
,6,56.555,15996.390
,7,74.448,9786.975
,8,73.454,9734.315
,9,62.664,10142.511
,10,57.667,10844.161
,11,54.345,7938.925
,12,46.079,14579.484
,13,77.326,11399.403
,14,66.692,8073.990
,15,83.735,9058.776
,16,76.057,11587.686
,17,89.738,8731.228
,18,80.530,13914.494
,19,63.200,8677.515
mDII-V_arpc5_2_plant5_1_Z-Stack,1,76.750,5119.539
,2,66.077,5502.722
,3,56.098,4819.893
,4,54.855,8230.552
,5,67.961,5232.565
,6,83.905,6872.680
,7,49.440,7810.191
,8,47.766,6494.959
,9,38.676,4402.906
,10,55.496,5492.072
,11,69.099,4706.853
,12,52.357,4530.688
,13,62.964,5812.495
,14,48.826,4661.890
,15,76.567,6271.423
,16,45.713,5271.014
,17,72.172,5150.419
,18,71.741,5221.341
,19,60.061,4524.623
mDII-V_arpc5_2_plant5_2_Z-Stack,1,81.707,5153.333
,2,52.122,6016.796
,3,68.510,4677.849
,4,47.596,3895.861
,5,54.554,7315.374
,6,63.645,4226.948
,7,68.471,5096.738
,8,53.940,6321.790
,9,53.521,6627.359
,10,64.063,6662.825
,11,58.557,5278.289
,12,52.566,6301.045
,13,68.039,5606.073
,14,46.210,6338.866
,15,76.750,4921.399
,16,77.051,4468.807
,17,71.688,3634.633
,18,68.523,4302.056
,19,61.068,6085.964
mDII-V_arpc5_2_plant6_1_Z-Stack,1,50.290,8376.267
,2,59.341,10507.004
,3,75.560,7198.252
,4,53.809,6206.598
,5,74.448,6862.123
,6,55.666,6920.176
,7,74.775,8751.763
,8,58.897,4371.557
,9,58.138,5889.370
,10,61.709,8088.843
,11,70.132,7543.564
,12,69.687,5321.724
,13,91.713,7636.687
,14,70.250,6701.267
,15,74.383,8962.959
,16,76.175,8279.808
,17,66.601,5265.999
,18,85.723,8893.999
mDII-V_arpc5_2_plant6_2_Z-Stack,1,69.857,5614.951
,2,39.094,5697.159
,3,43.842,3493.370
,4,43.424,4022.699
,5,56.791,6243.838
,6,78.804,6406.217
,7,52.462,8647.406
,8,84.886,8836.586
,9,71.649,7178.199
,10,76.528,6980.863
,11,70.629,5971.390
,12,49.532,7101.659
,13,62.925,6904.187
,14,87.580,5910.596
,15,70.276,7172.604
,16,61.146,6735.901
,17,55.862,7134.744
,18,46.994,5482.643
,19,62.742,4820.892
mDII-V_arpc5_2_plant8_1_Z-Stack,1,63.200,5570.828
,2,62.847,5680.806
,3,77.182,5598.378
,4,53.783,4520.198
,5,47.858,4669.532
,6,49.035,3549.388
,7,53.495,7164.891
,8,73.310,5758.671
,9,58.701,4710.725
,10,68.968,6088.255
,11,40.612,4777.576
,12,59.564,4403.716
,13,66.156,5178.821
,14,50.748,5493.020
,15,49.937,6105.584
,16,57.850,5230.709
,17,74.448,5318.563
,18,65.973,4561.250
,19,65.240,4853.642
mDII-V_arpc5_2_plant8_2_Z-Stack,1,57.419,4580.534
,2,48.433,6017.163
,3,41.972,4397.477
,4,46.170,5854.491
,5,57.445,6183.122
,6,73.716,4999.679
,7,66.731,4904.339
,8,65.358,4820.017
,9,69.570,4154.264
,10,84.140,5636.457
,11,57.183,5583.085
,12,58.884,3440.830
,13,56.006,5230.437
,14,71.806,5561.918
,15,63.056,4861.075
,16,77.169,4099.958
,17,97.690,4758.995
,18,66.430,2843.093
mDII-V_arpc5_2_plant9_1_Z-Stack,1,69.099,5437.990
,2,76.018,7365.985
,3,52.632,5130.139
,4,90.235,6631.718
,5,48.067,8120.821
,6,56.621,5214.732
,7,57.170,4128.716
,8,67.804,4268.098
,9,79.824,4851.140
,10,88.548,5594.218
,11,86.717,6118.833
,12,86.586,6218.374
,13,83.551,6888.638
,14,83.107,5719.828
,15,96.095,5830.723
,16,75.037,4537.767
,17,61.146,5029.298
mDII-V_arpc5_2_plant9_2_Z-Stack,1,60.597,7254.298
,2,72.120,6100.168
,3,63.815,5444.564
,4,67.490,5040.138
,5,52.985,6901.797
,6,48.315,8109.950
,7,56.660,5737.920
,8,59.498,8556.822
,9,68.955,5444.648
,10,56.896,5370.525
,11,52.331,5356.245
,12,94.185,5309.289
,13,78.947,6234.185
,14,71.453,4300.688
,15,57.419,5655.301
,16,54.502,5340.642
,17,48.394,3843.887
