Image,ROI,Area,Mean
,16,73.676,7099.843
,17,75.050,10465.278
,18,76.135,8150.321
mDII-V_WT_plant3_2_Z-Stack,1,58.400,7525.411
,2,67.765,11594.445
,3,45.896,10840.623
,4,58.138,10146.374
,5,40.389,15005.361
,6,54.476,9042.593
,7,54.450,12647.585
,8,58.439,12604.806
,9,46.380,12480.171
,10,41.331,9273.438
,11,54.450,11239.419
,12,53.011,11194.095
,13,64.652,7788.736
,14,69.151,6732.229
,15,71.701,6677.790
,16,77.443,11857.105
,17,70.721,10848.141
,18,66.352,10701.062
mDII-V_WT_plant4_1_Z-Stack,1,59.132,15547.631
,2,50.487,18815.238
,3,63.723,12858.426
,4,35.380,11479.327
,5,50.304,15731.172
,6,60.937,15126.172
,7,49.061,10598.309
,8,57.916,12711.080
,9,52.396,15731.421
,10,64.220,13080.883
,11,40.664,10824.676
,12,43.463,11735.452
,13,44.078,13548.540
,14,58.230,10898.372
,15,49.466,11946.742
,16,50.918,17270.360
,17,54.057,12721.956
,18,69.857,13092.863
,19,67.542,9728.898
,20,61.539,14722.925
mDII-V_WT_plant4_2_Z-Stack,1,43.960,13450.890
,2,44.784,16781.722
,3,55.771,9948.735
,4,53.940,12376.282
,5,64.848,9590.297
,6,36.727,16348.324
,7,52.762,8692.230
,8,53.286,13836.918
,9,41.828,18870.280
,10,61.395,8906.463
,11,52.841,8479.688
,12,45.843,17020.195
,13,56.503,11540.053
,14,57.837,10254.544
,15,52.226,12504.615
,16,58.530,12819.432
,17,52.880,12160.581
,18,68.484,12199.429
,19,53.940,10961.809
,20,60.558,6763.220
,21,65.933,11705.799
mDII-V_WT_plant5_1_Z-Stack,1,51.389,8314.960
,2,51.651,11562.961
,3,53.796,8949.379
,4,47.334,10961.135
,5,62.938,6968.835
,6,54.450,14163.886
,7,59.485,7806.491
,8,48.799,11726.463
,9,60.022,11181.101
,10,54.581,11904.183
,11,51.350,11166.946
,12,48.119,16156.264
,13,42.953,14551.235
,14,57.353,11777.184
,15,52.998,8290.198
,16,55.025,14004.724
,17,48.734,17179.813
,18,50.892,11740.789
,19,34.778,13645.191
,20,65.986,10029.699
mDII-V_WT_plant5_2_Z-Stack,1,54.175,13870.075
,2,38.532,16849.495
,3,40.219,12400.044
,4,53.116,11815.901
,5,52.553,10432.200
,6,57.366,10220.543
,7,58.151,9901.151
,8,48.812,11442.547
,9,59.734,10799.403
,10,55.692,8612.173
,11,69.413,7586.278
,12,61.382,8478.744
,13,65.240,9681.435
,14,65.646,11095.669
,15,58.701,12100.813
,16,61.382,11407.488
,17,46.170,10839.191
,18,49.048,11856.930
,19,62.520,9682.385
,20,44.104,15792.233
,21,60.427,7124.535
,22,74.278,9783.319
,23,66.718,9025.412
mDII-V_WT_plant6_1_Z-Stack,1,48.250,10137.404
,2,66.130,10499.970
,3,45.203,7766.648
,4,44.182,9495.070
,5,56.948,10255.936
,6,56.555,10266.189
,7,64.665,8064.078
,8,65.646,9026.379
,9,58.439,8117.035
,10,43.803,13285.494
,11,45.150,10774.447
,12,47.949,11093.030
,13,63.540,8189.984
,14,44.993,10975.464
,15,52.906,7837.921
,16,51.755,9907.805
,17,45.621,8279.125
,18,77.600,7965.372
,19,66.666,8897.684
,20,66.888,7672.656
,21,52.252,8940.791
,22,46.615,10855.555
,23,59.734,8744.176
,24,64.076,10315.394
mDII-V_WT_plant6_2_Z-Stack,1,53.573,11102.802
,2,37.590,8185.609
,3,38.571,7302.156
,4,49.493,12428.318
,5,41.004,6747.564
,6,45.830,12097.805
,7,55.457,11651.200
,8,68.863,9075.886
,9,40.586,9494.044
,10,64.482,8707.460
,11,66.156,9421.115
,12,70.171,9274.716
,13,70.132,6315.911
,14,70.734,8945.362
,15,65.790,8304.083
,16,58.478,10315.342
,17,56.856,9586.256
,18,53.927,11306.117
,19,53.089,11746.556
,20,68.602,9523.476
,21,40.834,8969.199
,22,49.126,8369.559
mDII-V_WT_plant7_1_Z-Stack,1,44.431,11178.320
,2,58.818,7336.330
,3,65.201,11898.384
,4,57.837,8417.130
,5,43.725,15075.824
,6,47.426,10599.266
,7,51.271,9579.412
,8,68.955,10240.665
,9,58.465,11832.183
,10,50.434,9895.237
,11,71.819,9691.851
,12,61.146,8422.499
,13,52.632,8372.962
,14,53.416,10189.482
,15,63.749,7175.235
,16,56.111,8652.930
,17,63.239,8571.188
,18,62.768,8139.767
,19,88.495,10033.806
,20,77.901,8469.169
mDII-V_WT_plant7_2_Z-Stack,1,54.790,10755.095
,2,53.089,11392.887
,3,50.957,8135.277
,4,70.119,7903.019
,5,54.973,9245.659
,6,75.311,11044.114
,7,62.415,8842.884
,8,58.190,8935.533
,9,68.196,10096.326
,10,42.181,12019.598
,11,66.103,7630.698
,12,62.402,8392.584
,13,73.193,10365.805
,14,83.813,10475.559
,15,77.116,11833.708
,16,69.661,9897.600
,17,59.865,11525.864
,18,78.555,7072.464
,19,59.067,5339.555
,20,89.149,6880.529
