Image,ROI,Area,Mean
,15,84.166,13736.658
,16,77.326,11281.402
,17,87.972,14027.371
,18,62.324,10630.072
,19,64.181,10907.796
,20,72.983,11679.189
mDII-V_arpc4_1_plant7_2_Z-Stack,1,54.162,9626.091
,2,51.782,15967.006
,3,59.498,11009.730
,4,48.878,10227.385
,5,55.561,16105.905
,6,51.965,11669.817
,7,64.259,10437.636
,8,48.329,9795.485
,9,77.365,12995.922
,10,64.926,13388.607
,11,52.632,10228.799
,12,82.871,10625.449
,13,56.673,11515.373
,14,47.661,9915.287
,15,63.710,9565.127
,16,70.904,11701.000
,17,74.984,9153.232
,18,71.845,9536.774
,19,83.211,12520.311
,20,67.176,6893.885
,21,67.660,11414.989
,22,72.473,8455.250
mDII-V_arpc4_1_plant8_1_Z-Stack,1,62.167,11026.179
,2,69.112,10619.873
,3,51.860,14901.221
,4,71.152,10169.937
,5,44.418,9973.715
,6,58.151,14446.144
,7,74.017,12478.976
,8,64.181,13158.301
,9,50.657,16349.773
,10,57.157,14109.086
,11,63.684,10514.673
,12,43.685,12085.563
,13,40.912,16596.671
,14,60.754,12171.905
,15,55.248,10127.247
,16,54.083,12325.128
,17,72.081,11748.577
,18,58.962,12249.310
,19,65.554,10435.569
,20,43.319,9766.874
,21,59.289,11617.888
,22,55.064,12122.863
,23,59.093,13873.269
,24,53.390,12406.338
,25,65.044,9114.589
,26,59.616,11757.613
,27,52.972,10546.565
mDII-V_arpc4_1_plant8_2_Z-Stack,1,50.016,7617.599
,2,46.484,10898.591
,3,46.210,12219.545
,4,46.563,11698.790
,5,44.797,10267.378
,6,47.858,13398.949
,7,65.109,11989.202
,8,54.097,9621.616
,9,62.297,11258.582
,10,53.730,13038.173
,11,47.452,14323.249
,12,64.102,14353.373
,13,71.061,12143.107
,14,62.480,10205.296
,15,65.973,11634.623
,16,72.264,12064.259
,17,63.030,10321.310
,18,70.694,11168.899
,19,57.157,12449.492
,20,60.649,13557.847
,21,53.848,14609.986
,22,48.276,12899.846
,23,61.578,8990.532
,24,62.951,8006.296
,25,69.478,10296.903
,26,64.482,10912.580
,27,73.467,10493.370
mDII-V_arpc4_1_plant9_1_Z-Stack,1,47.151,9145.169
,2,51.755,7247.582
,3,44.745,16360.384
,4,68.680,8531.082
,5,49.702,8403.227
,6,42.901,6865.701
,7,41.998,9119.694
,8,57.510,5862.036
,9,66.914,6339.891
,10,73.650,6093.830
,11,67.503,7743.936
,12,70.040,8197.385
,13,49.676,9136.412
,14,55.836,13781.553
,15,48.538,8255.279
,16,46.955,8507.083
,17,44.627,5575.364
,18,66.679,8390.798
,19,48.551,5153.723
,20,77.496,5997.028
,21,71.375,6609.781
,22,74.304,7956.260
,23,63.318,5272.854
,24,82.126,6185.031
mDII-V_arpc4_1_plant9_2_Z-Stack,1,60.819,7590.021
,2,43.581,11250.866
,3,55.313,8699.120
,4,68.353,7609.438
,5,64.769,8375.315
,6,50.500,5967.983
,7,52.030,6768.954
,8,70.734,7940.893
,9,56.451,7039.569
,10,50.029,8136.359
,11,56.412,10137.214
,12,64.874,8110.859
,13,59.080,9198.303
,14,80.962,8609.823
,15,81.315,8890.603
,16,55.980,5551.003
,17,50.591,4862.214
,18,65.816,5691.554
,19,54.358,6388.411
,20,84.676,5834.069
,21,72.146,5536.644
,22,68.759,4861.875
