Image,ROI,Area,Mean
,12,56.085,6657.672
,13,49.466,5282.489
,14,65.188,5484.249
,15,51.860,5018.281
,16,53.482,6338.287
,17,54.502,7124.089
,18,47.060,6470.502
,19,51.193,5914.853
,20,56.856,4762.780
mDII-V_arpc5_3_plant3_1_Z-Stack,1,62.664,4280.125
,2,60.819,4975.881
,3,57.667,5227.937
,4,65.803,4572.920
,5,63.828,4165.011
,6,45.569,5982.766
,7,68.824,3872.034
,8,67.673,3313.881
,9,79.052,5101.622
,10,70.603,4710.507
,11,85.213,4429.721
,12,90.680,6164.485
,13,48.943,3983.778
,14,77.836,4668.884
,15,52.135,6280.507
,16,52.161,6232.906
mDII-V_arpc5_3_plant3_2_Z-Stack,1,51.311,5555.715
,2,52.919,5162.378
,3,51.415,7052.934
,4,54.437,5768.692
,5,81.733,5198.084
,6,66.077,3239.195
,7,70.328,4536.392
,8,87.449,6402.437
,9,64.442,5435.517
,10,51.311,4226.547
,11,45.124,4700.723
,12,74.474,5510.094
,13,68.929,4830.459
,14,66.130,4994.263
,15,82.139,4276.176
,16,53.220,5779.578
,17,61.997,5385.864
,18,101.876,5765.578
mDII-V_arpc5_3_plant5_1_Z-Stack,1,47.792,13807.917
,2,47.060,17303.088
,3,45.072,9283.569
,4,57.026,14693.458
,5,67.542,11967.174
,6,87.606,15268.117
,7,61.513,11592.378
,8,46.955,16214.548
,9,76.188,14317.003
,10,68.419,13352.617
,11,48.067,14463.666
,12,81.956,10540.121
,13,65.986,12408.182
,14,61.643,13730.120
,15,67.045,11928.170
,16,65.371,14501.081
,17,73.768,10922.893
,18,68.314,7508.902
mDII-V_arpc5_3_plant5_2_Z-Stack,1,70.930,7911.859
,2,54.175,14029.624
,3,72.957,13228.660
,4,65.031,9807.410
,5,57.249,7810.203
,6,56.856,10723.697
,7,41.540,9289.963
,8,82.793,14947.916
,9,58.701,10646.426
,10,58.217,13455.739
,11,60.532,5969.676
,12,58.910,8460.486
,13,68.078,12207.811
,14,60.571,12434.205
,15,60.205,12351.157
,16,72.447,9300.008
,17,60.401,9783.170
,18,84.166,11024.914
mDII-V_arpc5_3_plant6_1_Z-Stack,1,48.564,6064.173
,2,55.378,4146.583
,3,49.571,6808.603
,4,45.909,4119.436
,5,59.132,2851.972
,6,48.329,3656.521
,7,82.492,4024.301
,8,43.868,4455.825
,9,71.806,5137.500
,10,59.721,4082.141
,11,57.628,4237.876
,12,52.004,4592.366
,13,56.961,3184.834
,14,65.777,4228.675
,15,51.664,3085.869
,16,61.277,4500.582
,17,75.076,4128.680
,18,62.088,2758.531
mDII-V_arpc5_3_plant6_2_Z-Stack,1,53.652,6860.524
,2,50.120,3750.872
,3,62.899,4359.615
,4,39.814,3087.866
,5,63.815,4575.547
,6,48.669,5349.514
,7,54.881,3258.217
,8,60.179,4208.953
,9,53.076,5483.297
,10,53.626,4395.738
,11,74.121,4246.161
,12,46.851,3456.916
,13,59.198,3272.281
,14,50.997,4575.838
,15,66.038,4946.107
,16,71.571,5248.076
,17,71.793,4815.365
,18,63.985,4780.673
,19,73.232,3069.877
mDII-V_arpc5_3_plant8_1_Z-Stack,1,64.442,4376.214
,2,51.847,4706.984
,3,46.197,4661.417
,4,71.767,6119.739
,5,48.368,6275.926
,6,54.829,2731.407
,7,55.078,6291.748
,8,54.515,4642.349
,9,58.727,3453.053
,10,55.810,3748.064
,11,68.667,4031.314
,12,91.033,4790.390
,13,61.539,5693.711
,14,61.042,4594.145
,15,47.282,4096.531
,16,72.525,5599.939
,17,84.912,4415.299
,18,60.218,4770.579
,19,66.195,3196.952
,20,44.902,5245.268
mDII-V_arpc5_3_plant8_2_Z-Stack,1,52.802,4862.381
,2,50.500,4549.311
,3,51.154,5559.470
,4,49.754,5747.410
,5,57.393,4427.010
,6,53.534,5325.041
,7,57.026,4960.018
,8,54.777,4748.550
,9,46.197,5500.808
,10,62.219,4277.829
,11,74.553,4336.788
,12,55.483,3703.145
,13,70.943,3498.391
,14,59.786,3149.530
,15,58.818,5152.630
,16,55.169,4510.459
,17,62.533,4651.935
,18,57.576,5023.857
,19,79.680,3313.144
mDII-V_arpc5_3_plant9_1_Z-Stack,1,66.300,17070.905
,2,54.986,8732.679
,3,64.246,13270.825
,4,59.747,14180.931
,5,54.620,7580.622
,6,79.667,11620.592
,7,88.993,8860.729
,8,75.037,8239.397
,9,72.839,8941.676
,10,61.813,9648.321
,11,55.195,8935.395
,12,93.636,9050.017
,13,77.783,10301.771
,14,93.531,12029.966
,15,78.621,8076.952
,16,67.438,7841.056
,17,52.906,7491.581
,18,62.428,9183.787
,19,69.360,9126.325
mDII-V_arpc5_3_plant9_2_Z-Stack,1,51.481,10971.901
,2,75.978,11348.879
,3,64.233,8667.357
,4,59.564,9130.343
,5,66.980,10601.779
,6,33.693,4642.000
,7,48.904,10896.905
,8,41.854,5990.703
,9,62.297,10594.579
,10,49.754,7386.865
,11,58.949,6772.117
,12,74.226,6650.298
,13,93.675,8004.041
,14,76.188,9039.267
,15,94.682,9438.618
,16,65.907,8310.012
,17,75.965,8900.692
,18,50.905,7437.285
,19,69.805,6882.890
