Image,ROI,Area,Mean
,2,62.507,8961.330
,3,58.884,8233.781
,4,74.749,10584.569
,5,54.110,6882.939
,6,68.497,6798.411
,7,54.293,10661.949
,8,76.986,7668.696
,9,46.236,6483.704
,10,48.250,7106.976
,11,53.011,6757.070
,12,42.508,6345.600
,13,66.300,7019.065
,14,82.191,8934.373
,15,62.637,8707.149
,16,70.067,9378.810
,17,61.146,8445.411
,18,79.353,9006.228
,19,74.370,7751.022
,20,72.225,8100.621
,21,72.552,6867.811
mDII-V_WT_plant7_1_Z-Stack,1,45.359,14499.499
,2,39.709,6019.014
,3,58.831,10880.022
,4,63.475,9632.589
,5,71.061,9710.508
,6,46.589,9867.793
,7,54.816,10306.615
,8,64.089,6274.962
,9,73.925,8541.165
,10,94.159,9139.357
,11,85.827,12083.292
,12,63.252,9460.575
,13,59.930,10313.394
,14,73.389,9755.475
,15,81.066,9918.886
,16,82.322,10913.986
,17,74.422,7092.898
,18,64.351,9589.508
mDII-V_WT_plant7_2_Z-Stack,1,57.811,9636.022
,2,60.244,9515.855
,3,59.145,11633.689
,4,69.910,8433.767
,5,45.634,4399.555
,6,95.415,8779.783
,7,58.099,9632.509
,8,69.766,8188.911
,9,86.180,9639.395
,10,56.856,7642.787
,11,70.158,6372.168
,12,67.673,6759.596
,13,80.072,7678.753
,14,59.354,7338.097
,15,60.375,7935.815
,16,72.486,5401.768
,17,60.636,5651.053
,18,51.533,6994.815
,19,43.581,5914.886
,20,56.006,8529.897
,21,54.031,6191.983
mDII-V_WT_plant8_1_Z-Stack,1,46.903,8932.431
,2,44.143,8890.948
,3,60.505,9125.943
,4,57.877,9431.773
,5,53.273,7322.110
,6,43.842,13333.793
,7,50.304,9691.270
,8,48.394,11915.534
,9,58.975,11174.039
,10,57.301,8444.671
,11,65.842,10764.424
,12,61.722,10858.324
,13,62.768,8691.045
,14,61.513,8333.298
,15,53.312,7381.357
,16,48.917,10216.837
,17,44.457,6628.920
,18,50.094,9138.694
,19,63.004,9193.196
,20,56.163,5286.085
mDII-V_WT_plant8_2_Z-Stack,1,82.871,11936.618
,2,63.030,6995.628
,3,58.295,8725.937
,4,50.591,10458.688
,5,81.223,9767.984
,6,54.672,10076.782
,7,54.319,9844.926
,8,55.522,7987.616
,9,51.402,8659.628
,10,50.539,8868.920
,11,53.286,8365.195
,12,55.221,11037.883
,13,63.867,8794.078
,14,53.273,7088.973
,15,54.659,8398.796
,16,56.307,7903.062
,17,60.035,9683.664
,18,65.175,10536.047
,19,66.836,9149.085
,20,62.664,9768.406
,21,44.104,9136.410
,22,55.365,6391.565
